source,provenance,bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,owner,doc_id,source_url,natural_key_hash
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=KYCCF"" TARGET=""_BLANK"">KYCCF</A>",Keyence Corporation,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,e060d6783764f31655be1c2350b09ff81388b81e325ef7bb7f348e86ee0399d6
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=ICE"" TARGET=""_BLANK"">ICE</A>","Intercontinental Exchange, Inc.",Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,d77c30570980a66b135ac2d17f1ef8c8b9ce5a8c56660429921841a6f5546a49
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=INTC"" TARGET=""_BLANK"">INTC</A>",Intel Corporation,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,e13aa5fbb5dc99f4b553813e39337e8e380df3eda2b804a4ee7cdad96b4898b4
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=SAFRY"" TARGET=""_BLANK"">SAFRY</A>",Safran SA,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,cfa6d0b51fc9011168000a93ab57f06d2f2027f7c8810fe882f517453a1ae5f1
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=HLT"" TARGET=""_BLANK"">HLT</A>",Hilton Worldwide Holdings Inc.,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,8648c416131da1b3cdbbed7fb556252eec07a9bdacd3de2b4add626c698d7ac5
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=GDDY"" TARGET=""_BLANK"">GDDY</A>",GoDaddy Inc.,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,a9f11955b6660f7e6eb35861fb2a412a7042a0acc9c311cedc816fa72a2c0f8b
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=GILD"" TARGET=""_BLANK"">GILD</A>","Gilead Sciences, Inc.",Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,f30e8ef3df9c18df1c2302dcbdb3bc1d0f4c2e05e837ff4875663960d7f4af37
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=ESLOY"" TARGET=""_BLANK"">ESLOY</A>",EssilorLuxottica Société anonyme,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,76f294b8a69c7f96f90f704ba9a94e042e063761862902b3c7e548e9886868f7
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=ENB"" TARGET=""_BLANK"">ENB</A>",Enbridge Inc.,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,b71490fcd456ba187335686719ff6fcce68d20810f73343bbfbde5f80bb58916
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=DEO"" TARGET=""_BLANK"">DEO</A>",Diageo plc,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1006ecbec8cd5d4c5c7be1ac22acac92064f7a84a173dac9ee3f0b46ac222ce6
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=DE"" TARGET=""_BLANK"">DE</A>",Deere &amp; Company,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,54786e0bb69cc9fb589ce980c08fb53474d540f228c44efe265d60281b0fef78
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=DHR"" TARGET=""_BLANK"">DHR</A>",Danaher Corporation,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,40aa7f03dab6704706b8a60b8e7f70168958c6c3ed731a7a4a728f7da8b4fbf6
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=CCI"" TARGET=""_BLANK"">CCI</A>",Crown Castle International Corp. (REIT),Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,94ffb3e07fbff97f3d721aed4644aaa3f441e7e5d118ed6f0531e7f5f5582cc0
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=CVX"" TARGET=""_BLANK"">CVX</A>",Chevron Corporation,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,6002a812d87010650e5f51258e0ad5ebaa403050be44307b5e2a44266ee1b603
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=CABGY"" TARGET=""_BLANK"">CABGY</A>",Carlsberg A/S,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,24c809155f7b00cb8541e63309d49ffc8721968cc960d7912470166c3c7fac57
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=CSX"" TARGET=""_BLANK"">CSX</A>",CSX Corporation,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,eea118f8b8b26712d8b6c7abdbf993021d0e15d68a26769b95514fcea4b47e57
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=CME"" TARGET=""_BLANK"">CME</A>",CME Group Inc.,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,3f2a62c25672c8c5091a62535444855772f473f573f72482dbeff0b5659e9b32
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=BK"" TARGET=""_BLANK"">BK</A>",The Bank of New York Mellon Corporation,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,fa8fd807d41ee3bb4e04d3dbf3715b992520e7e854a64c16bc1248b7d2215845
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=ASML"" TARGET=""_BLANK"">ASML</A>",ASML Holding N.V.,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,d75940970c948db15912de440a03c57a26a674832229f929909bba47662a42a4
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=AZN"" TARGET=""_BLANK"">AZN</A>",AstraZeneca PLC,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,fb6f757c9f3ab72ad88b041a7cfe3a5286a73825496dc62d52f1db4c12d4e2cb
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=AHKSY"" TARGET=""_BLANK"">AHKSY</A>",Asahi Kasei Corporation,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,a9d60359ef4d1ccd270e372478171ba9012db0beee816a9b9a2a98687202f4e8
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=AAPL"" TARGET=""_BLANK"">AAPL</A>",Apple Inc.,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,4cde93bdf37a16319988d2ed93a3334826617e44ed35b0af6ca70007561cfd87
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=AMT"" TARGET=""_BLANK"">AMT</A>",American Tower Corporation (REIT),Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,480c002c820946329200580f89a6e298da476a3a4c5c942609fc332de560e016
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=AMZN"" TARGET=""_BLANK"">AMZN</A>","Amazon.com, Inc.",Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,1d9d327892b5f3c6f9fa7629a0533e398b0bb87508d9a4e484a7be657102c576
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=GOOG"" TARGET=""_BLANK"">GOOG</A>",Alphabet Inc.,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,f0b85f3e5019e354a16c6f10fe4e31ef1d7fedf5a54c0377a6ac2378e9a46114
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=EADSY"" TARGET=""_BLANK"">EADSY</A>",Airbus SE,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,ea526bbae18148e005acfb12e64b56d82452c965b09add557ada7482cc7fc68e
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=ATVI"" TARGET=""_BLANK"">ATVI</A>","Activision Blizzard, Inc.",Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,e89ddc6cf82c31f97c4c75ce8812f9a6f2219e6708be943505b274675e1bae6d
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-11,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=AAGIY"" TARGET=""_BLANK"">AAGIY</A>",AIA Group Limited,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,fe8484eaa12c2ffd4e3c2d1a87569ef459acecb5cb25b7944d34ed6503cd4664
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2019-03-04,2019-04-17,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=KO"" TARGET=""_BLANK"">KO</A>",The Coca-Cola Company,Stock,Purchase,"$1,001 - $15,000",8000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,cee6e8a997a7293b25570c30c20e7cad798c5c645683f5de05e29a16b5ffa5b6
senate,openset,S001217,Rick Scott,senate,Republican,,"['SSAS13', 'SSAS15', 'SSAS17', 'SSFR06', 'SSFR07', 'SSFR14', 'SSGA01', 'SSGA20', 'Senate Committee on Armed Services', 'Senate Committee on Foreign Relations', 'Senate Committee on Homeland Security and Governmental Affairs', 'Senate Committee on the Budget', 'Senate Special Committee on Aging']",True,2019-03-22,2019-04-17,,"Metropolitan Washington DC Airports Authority Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2019</div>",Municipal Security,Purchase,"$100,001 - $250,000",175000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/04d279c4-2a06-42c9-94ab-903e116a76be/,38aec5a90d66782c02a9c60c99d6109bcc635852d90f4861adecd154c1781b03
senate,openset,S001217,Rick Scott,senate,Republican,,"['SSAS13', 'SSAS15', 'SSAS17', 'SSFR06', 'SSFR07', 'SSFR14', 'SSGA01', 'SSGA20', 'Senate Committee on Armed Services', 'Senate Committee on Foreign Relations', 'Senate Committee on Homeland Security and Governmental Affairs', 'Senate Committee on the Budget', 'Senate Special Committee on Aging']",True,2019-03-22,2019-04-17,,"Metropolitan Washington DC Airports Authority Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2019</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",750000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/04d279c4-2a06-42c9-94ab-903e116a76be/,8a093ed626881bdde81fe6faaac810458f3e34c23928b3beb5445cc7cf00af8b
senate,openset,S001217,Rick Scott,senate,Republican,,"['SSAS13', 'SSAS15', 'SSAS17', 'SSFR06', 'SSFR07', 'SSFR14', 'SSGA01', 'SSGA20', 'Senate Committee on Armed Services', 'Senate Committee on Foreign Relations', 'Senate Committee on Homeland Security and Governmental Affairs', 'Senate Committee on the Budget', 'Senate Special Committee on Aging']",True,2019-03-22,2019-04-17,,"Charlotte NC Airport Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.25%<br> <em>Matures:</em> 07/01/2019</div>",Municipal Security,Purchase,"$250,001 - $500,000",375000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/04d279c4-2a06-42c9-94ab-903e116a76be/,36e6e6689602a8eb3005e7c5cdb893dd72705bd41cd60b912085170f67159540
