bioguide_id,name,nous,quiver,delta,a_du_papier,verdict
A000148,Jake Auchincloss,1,0,1,False,quiver_sans_donnee
P000597,Chellie Pingree,1,0,1,False,quiver_sans_donnee
R000606,Jamie Raskin,1,1,0,False,concordant
J000305,Sara Jacobs,1,0,1,False,quiver_sans_donnee
R000597,Tom Rice,1,0,1,False,quiver_sans_donnee
P000616,Dean Phillips,1,0,1,False,quiver_sans_donnee
L000564,Doug Lamborn,0,7,-7,True,manquant_papier
M001157,Michael T. McCaul,0,2003,-2003,True,manquant_papier
H001086,Diana Harshbarger,0,814,-814,True,manquant_papier
T000479,Nicholas V. Taylor,0,10,-10,False,manquant_a_revoir
F000459,"Charles J. ""Chuck"" Fleischmann",0,24,-24,True,manquant_papier
K000389,Ro Khanna,0,3508,-3508,True,manquant_papier
S001180,Kurt Schrader,0,62,-62,True,manquant_papier
H001074,Trey Hollingsworth,0,5,-5,True,manquant_papier
