ticker,nom,parts,valeur,pct,categorie,fonds,date
AFL,Aflac Inc,90.0,5806.8,0.0920867627,EC,NANC,2023-03-31
APG,API Group Corp,2344.0,52693.12,0.8356304396,EC,NANC,2023-03-31
T,AT&amp;T Inc,307.0,5909.75,0.0937193886,EC,NANC,2023-03-31
ABT,Abbott Laboratories,132.0,13366.32,0.2119689223,EC,NANC,2023-03-31
ABBV,AbbVie Inc,148.0,23586.76,0.3740491098,EC,NANC,2023-03-31
ACIW,ACI Worldwide Inc,20.0,539.6,0.0085572117,EC,NANC,2023-03-31
ATVI,Activision Blizzard Inc,90.0,7703.1,0.1221591137,EC,NANC,2023-03-31
AYI,Acuity Brands Inc,1.0,182.73,0.0028978119,EC,NANC,2023-03-31
ADBE,Adobe Inc,16.0,6165.92,0.097781844,EC,NANC,2023-03-31
AAP,Advance Auto Parts Inc,10.0,1216.1,0.0192854433,EC,NANC,2023-03-31
AMD,Advanced Micro Devices Inc,220.0,21562.2,0.3419427558,EC,NANC,2023-03-31
WMS,Advanced Drainage Systems Inc,10.0,842.1,0.0133543885,EC,NANC,2023-03-31
AEIS,Advanced Energy Industries Inc,10.0,980.0,0.0155412667,EC,NANC,2023-03-31
A,Agilent Technologies Inc,50.0,6917.0,0.1096927977,EC,NANC,2023-03-31
ADC,Agree Realty Corp,10.0,686.1,0.0108804725,EC,NANC,2023-03-31
ABNB,Airbnb Inc,160.0,19904.0,0.3156462982,EC,NANC,2023-03-31
AL,Air Lease Corp,10.0,393.7,0.006243466,EC,NANC,2023-03-31
MRVL,Marvell Technology Inc,204.0,8833.2,0.1400807316,EC,NANC,2023-03-31
MAS,Masco Corp,30.0,1491.6,0.0236544422,EC,NANC,2023-03-31
MA,Mastercard Inc,80.0,29072.8,0.4610491207,EC,NANC,2023-03-31
MTDR,Matador Resources Co,60.0,2859.0,0.0453392668,EC,NANC,2023-03-31
MTCH,Match Group Inc,16.0,614.24,0.0097408854,EC,NANC,2023-03-31
MAT,Mattel Inc,260.0,4786.6,0.0759079869,EC,NANC,2023-03-31
MCD,McDonald's Corp,101.0,28240.61,0.4478518894,EC,NANC,2023-03-31
MCK,McKesson Corp,14.0,4984.7,0.0790495429,EC,NANC,2023-03-31
MEDP,Medpace Holdings Inc,10.0,1880.5,0.0298217878,EC,NANC,2023-03-31
MELI,MercadoLibre Inc,3.0,3954.18,0.0627071081,EC,NANC,2023-03-31
MRK,Merck &amp; Co Inc,90.0,9575.1,0.1518461048,EC,NANC,2023-03-31
MET,MetLife Inc,30.0,1738.2,0.0275651324,EC,NANC,2023-03-31
MTD,Mettler-Toledo International I,1.0,1530.21,0.0242667364,EC,NANC,2023-03-31
MSFT,Microsoft Corp,1747.0,503660.1,7.9872611599,EC,NANC,2023-03-31
MCHP,Microchip Technology Inc,214.0,17928.92,0.2843246196,EC,NANC,2023-03-31
MU,Micron Technology Inc,321.0,19369.14,0.3071642555,EC,NANC,2023-03-31
MAA,Mid-America Apartment Communit,10.0,1510.4,0.0239525808,EC,NANC,2023-03-31
MTX,Minerals Technologies Inc,30.0,1812.6,0.028745,EC,NANC,2023-03-31
MRNA,Moderna Inc,20.0,3071.6,0.0487107702,EC,NANC,2023-03-31
MHK,Mohawk Industries Inc,111.0,11124.42,0.1764158959,EC,NANC,2023-03-31
MOH,Molina Healthcare Inc,6.0,1604.94,0.0254518373,EC,NANC,2023-03-31
TAP,Molson Coors Beverage Co,30.0,1550.4,0.0245869182,EC,NANC,2023-03-31
DVA,DaVita Inc,10.0,811.1,0.012862777,EC,NANC,2023-03-31
DECK,Deckers Outdoor Corp,2.0,899.1,0.0142583193,EC,NANC,2023-03-31
DE,Deere &amp; Co,25.0,10322.0,0.1636907702,EC,NANC,2023-03-31
DELL,Dell Technologies Inc,150.0,6031.5,0.0956501531,EC,NANC,2023-03-31
DAL,Delta Air Lines Inc,20.0,698.4,0.0110755313,EC,NANC,2023-03-31
MDLZ,Mondelez International Inc,100.0,6972.0,0.1105650116,EC,NANC,2023-03-31
MDB,MongoDB Inc,10.0,2331.2,0.0369691846,EC,NANC,2023-03-31
XRAY,DENTSPLY SIRONA Inc,30.0,1178.4,0.0186875803,EC,NANC,2023-03-31
DMTK,DermTech Inc,10.0,36.8,0.0005835904,EC,NANC,2023-03-31
DSGX,Descartes Systems Group Inc/Th,20.0,1612.2,0.0255669696,EC,NANC,2023-03-31
DVN,Devon Energy Corp,160.0,8097.6,0.1284152665,EC,NANC,2023-03-31
MPWR,Monolithic Power Systems Inc,2.0,1001.08,0.0158755625,EC,NANC,2023-03-31
MNST,Monster Beverage Corp,60.0,3240.6,0.0513908458,EC,NANC,2023-03-31
DXCM,Dexcom Inc,40.0,4647.2,0.073697321,EC,NANC,2023-03-31
DEO,Diageo PLC,49.0,8877.82,0.140788335,EC,NANC,2023-03-31
MCO,Moody's Corp,10.0,3060.2,0.048529984,EC,NANC,2023-03-31
MS,Morgan Stanley,470.0,41266.0,0.6544141953,EC,NANC,2023-03-31
MOS,Mosaic Co/The,80.0,3670.4,0.0582068013,EC,NANC,2023-03-31
MSI,Motorola Solutions Inc,30.0,8583.9,0.1361272236,EC,NANC,2023-03-31
MUR,Murphy Oil Corp,40.0,1479.2,0.0234577976,EC,NANC,2023-03-31
NIO,NIO Inc,50.0,525.5,0.0083336078,EC,NANC,2023-03-31
NVR,NVR Inc,1.0,5572.19,0.0883662152,EC,NANC,2023-03-31
NDAQ,Nasdaq Inc,180.0,9840.6,0.1560565194,EC,NANC,2023-03-31
FANG,Diamondback Energy Inc,20.0,2703.4,0.0428716943,EC,NANC,2023-03-31
DKS,Dick's Sporting Goods Inc,10.0,1418.9,0.022501534,EC,NANC,2023-03-31
NGG,National Grid PLC,10.0,679.9,0.0107821502,EC,NANC,2023-03-31
NNN,National Retail Properties Inc,20.0,883.0,0.0140029985,EC,NANC,2023-03-31
DLR,Digital Realty Trust Inc,1.0,98.31,0.0015590428,EC,NANC,2023-03-31
DIS,Walt Disney Co/The,1435.0,143686.55,2.2786438712,EC,NANC,2023-03-31
NKTR,Nektar Therapeutics,40.0,28.12,0.0004459392,EC,NANC,2023-03-31
NEO,NeoGenomics Inc,90.0,1566.9,0.0248485824,EC,NANC,2023-03-31
DFS,Discover Financial Services,101.0,9982.84,0.1583122233,EC,NANC,2023-03-31
DOCU,DocuSign Inc,10.0,583.0,0.0092454678,EC,NANC,2023-03-31
DG,Dollar General Corp,30.0,6313.8,0.1001269894,EC,NANC,2023-03-31
DLTR,Dollar Tree Inc,60.0,8613.0,0.1365887041,EC,NANC,2023-03-31
NTAP,NetApp Inc,40.0,2554.0,0.040502444,EC,NANC,2023-03-31
NFLX,Netflix Inc,24.0,8291.52,0.1314905343,EC,NANC,2023-03-31
D,Dominion Energy Inc,114.0,6373.74,0.1010775441,EC,NANC,2023-03-31
DPZ,Domino's Pizza Inc,44.0,14514.28,0.2301737718,EC,NANC,2023-03-31
RITM,Rithm Capital Corp,170.0,1360.0,0.0215674721,EC,NANC,2023-03-31
NEWR,New Relic Inc,30.0,2258.7,0.035819448,EC,NANC,2023-03-31
NWL,Newell Brands Inc,100.0,1244.0,0.0197278936,EC,NANC,2023-03-31
NEM,Newmont Corp,20.0,980.4,0.0155476101,EC,NANC,2023-03-31
NWSA,News Corp,50.0,863.5,0.013693759,EC,NANC,2023-03-31
NXST,Nexstar Media Group Inc,10.0,1726.6,0.0273811746,EC,NANC,2023-03-31
NEE,NextEra Energy Inc,140.0,10791.2,0.1711315481,EC,NANC,2023-03-31
NKE,NIKE Inc,120.0,14716.8,0.2333854221,EC,NANC,2023-03-31
DASH,DoorDash Inc,30.0,1906.8,0.0302388646,EC,NANC,2023-03-31
DEI,Douglas Emmett Inc,98.0,1208.34,0.0191623818,EC,NANC,2023-03-31
NOK,Nokia Oyj,140.0,687.4,0.0109010885,EC,NANC,2023-03-31
NSC,Norfolk Southern Corp,18.0,3816.0,0.0605157895,EC,NANC,2023-03-31
DOV,Dover Corp,10.0,1519.4,0.0240953067,EC,NANC,2023-03-31
DOW,Dow Inc,30.0,1644.6,0.0260807829,EC,NANC,2023-03-31
NTRS,Northern Trust Corp,40.0,3525.2,0.0559041565,EC,NANC,2023-03-31
NOC,Northrop Grumman Corp,3.0,1385.16,0.0219664704,EC,NANC,2023-03-31
NWN,Northwest Natural Holding Co,60.0,2853.6,0.0452536313,EC,NANC,2023-03-31
OKE,ONEOK Inc,40.0,2541.6,0.0403057994,EC,NANC,2023-03-31
DD,DuPont de Nemours Inc,514.0,36889.78,0.5850141931,EC,NANC,2023-03-31
BROS,Dutch Bros Inc,20.0,632.6,0.0100320462,EC,NANC,2023-03-31
OMF,OneMain Holdings Inc,40.0,1483.2,0.0235212314,EC,NANC,2023-03-31
LPRO,Open Lending Corp,20.0,140.8,0.0022328677,EC,NANC,2023-03-31
VRAI,Virtus Real Asset Income ETF,120.0,2818.9,0.0447033436,EC,NANC,2023-03-31
EXP,Eagle Materials Inc,10.0,1467.5,0.023272254,EC,NANC,2023-03-31
EMN,Eastman Chemical Co,20.0,1686.8,0.0267500088,EC,NANC,2023-03-31
ECL,Ecolab Inc,40.0,6621.2,0.1050018725,EC,NANC,2023-03-31
EIX,Edison International,10.0,705.9,0.0111944695,EC,NANC,2023-03-31
EW,Edwards Lifesciences Corp,60.0,4963.8,0.0787181016,EC,NANC,2023-03-31
EGHT,8x8 Inc,170.0,708.9,0.0112420449,EC,NANC,2023-03-31
ELAN,Elanco Animal Health Inc,1599.0,15030.6,0.2383617991,EC,NANC,2023-03-31
EA,Electronic Arts Inc,30.0,3613.5,0.0573044563,EC,NANC,2023-03-31
ERJ,Embraer SA,190.0,3110.3,0.0493244916,EC,NANC,2023-03-31
ORCL,Oracle Corp,50.0,4646.0,0.0736782909,EC,NANC,2023-03-31
OSK,Oshkosh Corp,170.0,14140.6,0.2242477916,EC,NANC,2023-03-31
EMKR,EMCORE Corp,350.0,402.5,0.0063830202,EC,NANC,2023-03-31
EMR,Emerson Electric Co,60.0,5228.4,0.0829142437,EC,NANC,2023-03-31
OTIS,Otis Worldwide Corp,10.0,844.0,0.0133845195,EC,NANC,2023-03-31
PNC,PNC Financial Services Group I,40.0,5084.0,0.0806242856,EC,NANC,2023-03-31
PPG,PPG Industries Inc,100.0,13358.0,0.2118369801,EC,NANC,2023-03-31
PPL,PPL Corp,30.0,833.7,0.0132211776,EC,NANC,2023-03-31
PCAR,PACCAR Inc,10.0,732.0,0.0116083747,EC,NANC,2023-03-31
PPBI,Pacific Premier Bancorp Inc,30.0,720.6,0.0114275885,EC,NANC,2023-03-31
AZPN,Aspen Technology Inc,10.0,2288.7,0.0362952011,EC,NANC,2023-03-31
ENPH,Enphase Energy Inc,20.0,4205.6,0.0666942359,EC,NANC,2023-03-31
PCRX,Pacira BioSciences Inc,40.0,1632.4,0.0258873099,EC,NANC,2023-03-31
PKG,Packaging Corp of America,10.0,1388.3,0.0220162659,EC,NANC,2023-03-31
PACW,PacWest Bancorp,30.0,291.9,0.0046290773,EC,NANC,2023-03-31
PANW,Palo Alto Networks Inc,10.0,1997.4,0.0316756389,EC,NANC,2023-03-31
ETR,Entergy Corp,20.0,2154.8,0.0341717566,EC,NANC,2023-03-31
EPD,Enterprise Products Partners L,30.0,777.0,0.0123220043,EC,NANC,2023-03-31
EPAM,EPAM Systems Inc,1.0,299.0,0.0047416722,EC,NANC,2023-03-31
FDRR,Fidelity Dividend ETF for Risi,450.0,18297.0,0.2901617925,EC,NANC,2023-03-31
FIS,Fidelity National Information,20.0,1086.6,0.0172317759,EC,NANC,2023-03-31
FNF,Fidelity National Financial In,20.0,698.6,0.011078703,EC,NANC,2023-03-31
FITB,Fifth Third Bancorp,240.0,6393.6,0.1013924926,EC,NANC,2023-03-31
FGXXX,First American Government Obli,10670.94,10670.94,0.1692244127,STIV,NANC,2023-03-31
FHN,First Horizon Corp,180.0,3200.4,0.0507533367,EC,NANC,2023-03-31
FRC,First Republic Bank/CA,40.0,559.6,0.0088743805,EC,NANC,2023-03-31
FPE,First Trust Preferred Securiti,160.0,2553.6,0.0404961006,EC,NANC,2023-03-31
FPEI,First Trust Institutional Pref,340.0,5695.0,0.0903137896,EC,NANC,2023-03-31
FISV,Fiserv Inc,40.0,4521.2,0.0716991581,EC,NANC,2023-03-31
FE,FirstEnergy Corp,50.0,2003.0,0.0317644461,EC,NANC,2023-03-31
FIVN,Five9 Inc,10.0,722.9,0.011464063,EC,NANC,2023-03-31
FLR,Fluor Corp,44.0,1360.04,0.0215681065,EC,NANC,2023-03-31
FLS,Flowserve Corp,80.0,2720.0,0.0431349443,EC,NANC,2023-03-31
FMX,Fomento Economico Mexicano SAB,20.0,1903.8,0.0301912893,EC,NANC,2023-03-31
PAAS,Pan American Silver Corp,30.0,546.0,0.0086587057,EC,NANC,2023-03-31
PGRE,Paramount Group Inc,110.0,501.6,0.0079545912,EC,NANC,2023-03-31
F,Ford Motor Co,1600.0,20160.0,0.3197060577,EC,NANC,2023-03-31
FTNT,Fortinet Inc,50.0,3323.0,0.0526975808,EC,NANC,2023-03-31
PH,Parker-Hannifin Corp,60.0,20166.6,0.3198107234,EC,NANC,2023-03-31
PTEN,Patterson-UTI Energy Inc,260.0,3042.0,0.0482413605,EC,NANC,2023-03-31
FTV,Fortive Corp,40.0,2726.8,0.0432427817,EC,NANC,2023-03-31
FBIN,Fortune Brands Innovations Inc,19.0,1115.87,0.0176959523,EC,NANC,2023-03-31
PAYX,Paychex Inc,20.0,2291.8,0.0363443623,EC,NANC,2023-03-31
PAYC,Paycom Software Inc,2.0,608.02,0.0096422459,EC,NANC,2023-03-31
FOX,Fox Corp,30.0,939.3,0.0148958284,EC,NANC,2023-03-31
BEN,Franklin Resources Inc,40.0,1077.6,0.01708905,EC,NANC,2023-03-31
FLCB,Franklin U.S. Core Bond ETF,30.0,652.14,0.0103419201,EC,NANC,2023-03-31
FLQL,Franklin U.S. Large Cap Multif,20.0,827.6,0.0131244411,EC,NANC,2023-03-31
FCX,Freeport-McMoRan Inc,100.0,4091.0,0.0648768592,EC,NANC,2023-03-31
FMS,Fresenius Medical Care AG &amp; Co,20.0,425.2,0.0067430067,EC,NANC,2023-03-31
FLL,Full House Resorts Inc,250.0,1807.5,0.028664122,EC,NANC,2023-03-31
GFL,GFL Environmental Inc,80.0,2755.2,0.0436931612,EC,NANC,2023-03-31
PYCR,Paycor HCM Inc,30.0,795.6,0.0126169712,EC,NANC,2023-03-31
PYPL,PayPal Holdings Inc,150.0,11391.0,0.1806434377,EC,NANC,2023-03-31
AJG,Arthur J Gallagher &amp; Co,30.0,5739.3,0.0910163183,EC,NANC,2023-03-31
GPS,Gap Inc/The,10.0,100.4,0.0015921869,EC,NANC,2023-03-31
IT,Gartner Inc,26.0,8470.02,0.134321265,EC,NANC,2023-03-31
GNRC,Generac Holdings Inc,87.0,9396.87,0.1490196559,EC,NANC,2023-03-31
GD,General Dynamics Corp,40.0,9128.4,0.1447621417,EC,NANC,2023-03-31
GE,General Electric Co,40.0,3824.0,0.060642657,EC,NANC,2023-03-31
PTON,Peloton Interactive Inc,90.0,1020.6,0.0161851192,EC,NANC,2023-03-31
PEP,PepsiCo Inc,100.0,18230.0,0.2890992774,EC,NANC,2023-03-31
GIS,General Mills Inc,160.0,13673.6,0.2168419023,EC,NANC,2023-03-31
GM,General Motors Co,459.0,16836.12,0.2669945214,EC,NANC,2023-03-31
GMAB,Genmab A/S,20.0,755.2,0.0119762904,EC,NANC,2023-03-31
GPC,Genuine Parts Co,10.0,1673.1,0.0265327483,EC,NANC,2023-03-31
GILD,Gilead Sciences Inc,35.0,2903.95,0.0460521035,EC,NANC,2023-03-31
GPN,Global Payments Inc,40.0,4209.6,0.0667576697,EC,NANC,2023-03-31
PFFV,Global X Variable Rate Preferr,270.0,6172.2,0.097881435,EC,NANC,2023-03-31
FINX,Global X FinTech ETF,130.0,2706.6,0.0429224413,EC,NANC,2023-03-31
GDDY,GoDaddy Inc,10.0,777.2,0.012325176,EC,NANC,2023-03-31
GS,Goldman Sachs Group Inc/The,26.0,8504.86,0.1348737729,EC,NANC,2023-03-31
GBDC,Golub Capital BDC Inc,150.0,2034.0,0.0322560576,EC,NANC,2023-03-31
GT,Goodyear Tire &amp; Rubber Co/The,40.0,440.8,0.0069903983,EC,NANC,2023-03-31
PFGC,Performance Food Group Co,60.0,3620.4,0.0574138795,EC,NANC,2023-03-31
PKI,PerkinElmer Inc,10.0,1332.6,0.021132951,EC,NANC,2023-03-31
GPRO,GoPro Inc,140.0,704.2,0.0111675102,EC,NANC,2023-03-31
GWW,WW Grainger Inc,1.0,688.81,0.0109234489,EC,NANC,2023-03-31
TLK,Telkom Indonesia Persero Tbk P,30.0,818.1,0.012973786,EC,NANC,2023-03-31
PFE,Pfizer Inc,188.0,7670.4,0.1216405429,EC,NANC,2023-03-31
GWRE,Guidewire Software Inc,10.0,820.5,0.0130118462,EC,NANC,2023-03-31
DINO,HF Sinclair Corp,60.0,2902.8,0.0460338663,EC,NANC,2023-03-31
HCA,HCA Healthcare Inc,60.0,15820.8,0.2508931348,EC,NANC,2023-03-31
HPQ,HP Inc,306.0,8981.1,0.1424261942,EC,NANC,2023-03-31
HAE,Haemonetics Corp,10.0,827.5,0.0131228553,EC,NANC,2023-03-31
HAL,Halliburton Co,50.0,1582.0,0.0250880448,EC,NANC,2023-03-31
HALO,Halozyme Therapeutics Inc,10.0,381.9,0.0060563365,EC,NANC,2023-03-31
HASI,Hannon Armstrong Sustainable I,10.0,286.0,0.0045355125,EC,NANC,2023-03-31
PM,Philip Morris International In,590.0,57377.5,0.9099173772,EC,NANC,2023-03-31
PHR,Phreesia Inc,20.0,645.8,0.0102413776,EC,NANC,2023-03-31
HOG,Harley-Davidson Inc,20.0,759.4,0.0120428958,EC,NANC,2023-03-31
HIG,Hartford Financial Services Gr,10.0,696.9,0.0110517436,EC,NANC,2023-03-31
PINS,Pinterest Inc,60.0,1636.2,0.025947572,EC,NANC,2023-03-31
PXD,Pioneer Natural Resources Co,16.0,3267.84,0.0518228295,EC,NANC,2023-03-31
HAS,Hasbro Inc,10.0,536.9,0.008514394,EC,NANC,2023-03-31
HQY,HealthEquity Inc,30.0,1761.3,0.0279314623,EC,NANC,2023-03-31
HEI/A,HEICO Corp,10.0,1359.0,0.0215516137,EC,NANC,2023-03-31
JKHY,Jack Henry &amp; Associates Inc,10.0,1507.2,0.0239018338,EC,NANC,2023-03-31
HSY,Hershey Co/The,4.0,1017.64,0.0161381782,EC,NANC,2023-03-31
HES,Hess Corp,20.0,2646.8,0.0419741068,EC,NANC,2023-03-31
HPE,Hewlett Packard Enterprise Co,390.0,6212.7,0.0985237016,EC,NANC,2023-03-31
HXL,Hexcel Corp,10.0,682.5,0.0108233822,EC,NANC,2023-03-31
HLT,Hilton Worldwide Holdings Inc,10.0,1408.7,0.0223397779,EC,NANC,2023-03-31
HIPO,Hippo Holdings Inc,10.0,162.3,0.0025738241,EC,NANC,2023-03-31
PLNT,Planet Fitness Inc,60.0,4660.2,0.0739034807,EC,NANC,2023-03-31
PLTK,Playtika Holding Corp,80.0,900.8,0.0142852786,EC,NANC,2023-03-31
PLUG,Plug Power Inc,50.0,586.0,0.0092930431,EC,NANC,2023-03-31
POOL,Pool Corp,6.0,2054.64,0.0325833757,EC,NANC,2023-03-31
POR,Portland General Electric Co,50.0,2444.5,0.0387659453,EC,NANC,2023-03-31
POST,Post Holdings Inc,80.0,7189.6,0.1140158072,EC,NANC,2023-03-31
PSIX,Power Solutions International,232.0,591.6,0.0093818504,EC,NANC,2023-03-31
TROW,T Rowe Price Group Inc,30.0,3387.0,0.0537125207,EC,NANC,2023-03-31
HD,Home Depot Inc/The,84.0,24790.08,0.3931318823,EC,NANC,2023-03-31
HON,Honeywell International Inc,10.0,1911.2,0.0303086417,EC,NANC,2023-03-31
PFG,Principal Financial Group Inc,60.0,4459.2,0.0707159351,EC,NANC,2023-03-31
PG,Procter &amp; Gamble Co/The,229.0,34050.01,0.539979884,EC,NANC,2023-03-31
HMN,Horace Mann Educators Corp,20.0,669.6,0.0106188083,EC,NANC,2023-03-31
HRL,Hormel Foods Corp,80.0,3190.4,0.0505947523,EC,NANC,2023-03-31
PROF,Profound Medical Corp,160.0,1486.4,0.0235719784,EC,NANC,2023-03-31
PGR,Progressive Corp/The,181.0,25893.86,0.4106361061,EC,NANC,2023-03-31
HHC,Howard Hughes Corp/The,20.0,1600.0,0.0253734966,EC,NANC,2023-03-31
HWM,Howmet Aerospace Inc,20.0,847.4,0.0134384382,EC,NANC,2023-03-31
PLD,Prologis Inc,30.0,3743.1,0.0593597095,EC,NANC,2023-03-31
PSQ,ProShares Short QQQ,390.0,4750.2,0.0753307398,EC,NANC,2023-03-31
PRU,Prudential Financial Inc,60.0,4964.4,0.0787276167,EC,NANC,2023-03-31
PEG,Public Service Enterprise Grou,13.0,811.85,0.0128746708,EC,NANC,2023-03-31
PHM,PulteGroup Inc,50.0,2914.0,0.0462114808,EC,NANC,2023-03-31
PSTG,Pure Storage Inc,60.0,1530.6,0.0242729212,EC,NANC,2023-03-31
QCOM,QUALCOMM Inc,100.0,12758.0,0.2023219188,EC,NANC,2023-03-31
PWR,Quanta Services Inc,50.0,8332.0,0.1321324838,EC,NANC,2023-03-31
HUBS,HubSpot Inc,3.0,1286.25,0.0203979125,EC,NANC,2023-03-31
HUM,Humana Inc,13.0,6310.98,0.1000822686,EC,NANC,2023-03-31
JBHT,JB Hunt Transport Services Inc,10.0,1754.6,0.0278252108,EC,NANC,2023-03-31
HBAN,Huntington Bancshares Inc/OH,431.0,4827.2,0.0765518394,EC,NANC,2023-03-31
QS,QuantumScape Corp,80.0,654.4,0.0103777601,EC,NANC,2023-03-31
QMCO,Quantum Corp,480.0,552.0,0.0087538563,EC,NANC,2023-03-31
DGX,Quest Diagnostics Inc,20.0,2829.6,0.0448730288,EC,NANC,2023-03-31
QRTEA,Qurate Retail Inc,850.0,839.63,0.0133152181,EC,NANC,2023-03-31
HII,Huntington Ingalls Industries,5.0,1035.1,0.0164150665,EC,NANC,2023-03-31
IAC,IAC Inc,30.0,1548.0,0.024548858,EC,NANC,2023-03-31
RH,RH,19.0,4627.45,0.0733841169,EC,NANC,2023-03-31
RXT,Rackspace Technology Inc,140.0,263.2,0.0041739402,EC,NANC,2023-03-31
RJF,Raymond James Financial Inc,30.0,2798.1,0.0443734881,EC,NANC,2023-03-31
RTX,Raytheon Technologies Corp,14.0,1371.02,0.0217422321,EC,NANC,2023-03-31
REG,Regency Centers Corp,80.0,4894.4,0.0776175262,EC,NANC,2023-03-31
REGN,Regeneron Pharmaceuticals Inc,7.0,5751.69,0.0912128043,EC,NANC,2023-03-31
RF,Regions Financial Corp,40.0,742.4,0.0117733024,EC,NANC,2023-03-31
RGA,Reinsurance Group of America I,10.0,1327.6,0.0210536588,EC,NANC,2023-03-31
ICUI,ICU Medical Inc,4.0,659.84,0.01046403,EC,NANC,2023-03-31
ITT,ITT Inc,10.0,863.0,0.0136858298,EC,NANC,2023-03-31
IEX,IDEX Corp,10.0,2310.3,0.0366377433,EC,NANC,2023-03-31
IDXX,IDEXX Laboratories Inc,5.0,2500.4,0.0396524319,EC,NANC,2023-03-31
RS,Reliance Steel &amp; Aluminum Co,6.0,1540.44,0.0244289682,EC,NANC,2023-03-31
RSG,Republic Services Inc,40.0,5408.8,0.0857751054,EC,NANC,2023-03-31
IHRT,iHeartMedia Inc,5200.0,20280.0,0.3216090699,EC,NANC,2023-03-31
ITW,Illinois Tool Works Inc,45.0,10955.25,0.1737331244,EC,NANC,2023-03-31
RMD,ResMed Inc,10.0,2189.9,0.0347283877,EC,NANC,2023-03-31
QSR,Restaurant Brands Internationa,140.0,9399.6,0.1490629494,EC,NANC,2023-03-31
RVLV,Revolve Group Inc,20.0,526.0,0.008341537,EC,NANC,2023-03-31
RNG,RingCentral Inc,10.0,306.7,0.0048637821,EC,NANC,2023-03-31
RIO,Rio Tinto PLC,40.0,2744.0,0.0435155467,EC,NANC,2023-03-31
RIVN,Rivian Automotive Inc,60.0,928.8,0.0147293148,EC,NANC,2023-03-31
ILMN,Illumina Inc,4.0,930.2,0.0147515166,EC,NANC,2023-03-31
INCY,Incyte Corp,20.0,1445.4,0.0229217825,EC,NANC,2023-03-31
RBLX,ROBLOX Corp,83.0,3733.34,0.0592049312,EC,NANC,2023-03-31
ROK,Rockwell Automation Inc,14.0,4108.3,0.0651512102,EC,NANC,2023-03-31
IFNNY,Infineon Technologies AG,28.0,1146.88,0.0181877224,EC,NANC,2023-03-31
INFN,Infinera Corp,1180.0,9156.8,0.1452125213,EC,NANC,2023-03-31
ROP,Roper Technologies Inc,13.0,5728.97,0.0908525007,EC,NANC,2023-03-31
ROST,Ross Stores Inc,30.0,3183.9,0.0504916725,EC,NANC,2023-03-31
IR,Ingersoll Rand Inc,20.0,1163.6,0.0184528754,EC,NANC,2023-03-31
INSM,Insmed Inc,10.0,170.5,0.0027038632,EC,NANC,2023-03-31
PODD,Insulet Corp,4.0,1275.84,0.0202328262,EC,NANC,2023-03-31
IART,Integra LifeSciences Holdings,30.0,1722.3,0.0273129833,EC,NANC,2023-03-31
RY,Royal Bank of Canada,10.0,955.8,0.0151574926,EC,NANC,2023-03-31
RGLD,Royal Gold Inc,20.0,2594.2,0.0411399531,EC,NANC,2023-03-31
R,Ryder System Inc,30.0,2677.2,0.0424562033,EC,NANC,2023-03-31
SPGI,S&amp;P Global Inc,38.0,13101.26,0.2077654854,EC,NANC,2023-03-31
INTC,Intel Corp,913.0,29827.71,0.4730208122,EC,NANC,2023-03-31
NTLA,Intellia Therapeutics Inc,20.0,745.4,0.0118208777,EC,NANC,2023-03-31
IBKR,Interactive Brokers Group Inc,10.0,825.6,0.0130927243,EC,NANC,2023-03-31
ICE,Intercontinental Exchange Inc,50.0,5214.5,0.0826938114,EC,NANC,2023-03-31
SPYG,SPDR Portfolio S&amp;P 500 Growth,360.0,19929.6,0.3160522742,EC,NANC,2023-03-31
SSNC,SS&amp;C Technologies Holdings Inc,542.0,30606.74,0.4853750091,EC,NANC,2023-03-31
IBM,IBM,175.0,22940.75,0.3638044019,EC,NANC,2023-03-31
IFF,IFF,20.0,1839.2,0.0291668344,EC,NANC,2023-03-31
SRLN,SPDR Blackstone Senior Loan ET,20.0,829.2,0.0131498146,EC,NANC,2023-03-31
DIA,SPDR Dow Jones Industrial Aver,26.0,8648.12,0.1371456524,EC,NANC,2023-03-31
IP,International Paper Co,20.0,721.2,0.0114371036,EC,NANC,2023-03-31
IPG,Interpublic Group of Cos Inc/T,30.0,1117.2,0.017717044,EC,NANC,2023-03-31
SPXC,SPX Technologies Inc,20.0,1411.6,0.0223857674,EC,NANC,2023-03-31
SIVBQ,SVB Financial Group,3.0,2.72,4.31349e-05,EC,NANC,2023-03-31
SABR,Sabre Corp,40.0,171.6,0.0027213075,EC,NANC,2023-03-31
CRM,Salesforce Inc,1754.0,350414.12,5.5570196856,EC,NANC,2023-03-31
ITCI,Intra-Cellular Therapies Inc,20.0,1083.0,0.0171746855,EC,NANC,2023-03-31
INTU,Intuit Inc,43.0,19170.69,0.304017149,EC,NANC,2023-03-31
SNY,Sanofi,60.0,3265.2,0.0517809633,EC,NANC,2023-03-31
SAP,SAP SE,10.0,1265.5,0.02006885,EC,NANC,2023-03-31
ISRG,Intuitive Surgical Inc,20.0,5109.4,0.0810270898,EC,NANC,2023-03-31
VRP,Invesco Variable Rate Preferre,280.0,6202.0,0.0983540164,EC,NANC,2023-03-31
SCHW,Charles Schwab Corp/The,127.0,6652.26,0.1054944355,EC,NANC,2023-03-31
SCHD,Schwab US Dividend Equity ETF,370.0,27069.2,0.4292751596,EC,NANC,2023-03-31
