bioguide_id,name,nous,quiver,delta,a_du_papier,verdict
K000389,Rohit Khanna,4421,2442,1979,True,nous_plus
M001157,Michael T. McCaul,2341,2251,90,True,nous_plus
R000582,David P. Roe,1686,0,1686,True,quiver_sans_donnee
C001123,Gilbert Cisneros,715,710,5,False,nous_plus
S001206,Donna Shalala,557,560,-3,False,quiver_plus_a_revoir
G000584,Greg Gianforte,492,0,492,False,quiver_sans_donnee
G000583,Josh Gottheimer,490,490,0,False,concordant
B001292,Donald Sternoff Beyer,471,352,119,False,nous_plus
P000616,Dean Phillips,422,380,42,False,nous_plus
L000579,Alan S. Lowenthal,392,374,18,False,nous_plus
L000590,Susie Lee,385,387,-2,False,quiver_plus_a_revoir
G000590,Mark Green,298,298,0,False,concordant
C001062,K. Michael Conaway,222,179,43,False,nous_plus
R000607,Francis Rooney,189,0,189,True,quiver_sans_donnee
S001207,Mikie Sherrill,170,172,-2,False,quiver_plus_a_revoir
C001069,Joe Courtney,161,114,47,False,nous_plus
F000462,Lois Frankel,158,159,-1,False,quiver_plus_a_revoir
C001101,Katherine M. Clark,157,152,5,False,nous_plus
H001082,Kevin Hern,146,105,41,False,nous_plus
S001180,Kurt Schrader,122,0,122,True,quiver_sans_donnee
M001180,David B. McKinley,112,112,0,False,concordant
C001114,John Curtis,102,0,102,False,quiver_sans_donnee
L000559,James R. Langevin,95,89,6,False,nous_plus
B000574,Earl Blumenauer,84,57,27,False,nous_plus
L000397,Zoe Lofgren,73,71,2,False,nous_plus
Y000062,John A. Yarmuth,71,71,0,False,concordant
F000459,"Charles J. ""Chuck"" Fleischmann",70,0,70,True,quiver_sans_donnee
D000617,Suzan K. DelBene,59,9,50,False,nous_plus
F000450,Virginia Foxx,52,52,0,False,concordant
C001068,Steve Cohen,49,49,0,False,concordant
P000608,Scott H. Peters,46,6,40,False,nous_plus
L000564,Doug Lamborn,44,0,44,True,quiver_sans_donnee
E000296,Dwight Evans,43,43,0,False,concordant
M001205,Carol Devine Miller,39,38,1,False,nous_plus
G000579,Michael John Gallagher,37,37,0,False,concordant
H001074,Trey Hollingsworth,36,0,36,True,quiver_sans_donnee
L000557,John B. Larson,34,29,5,False,nous_plus
G000061,Michael Garcia,34,34,0,False,concordant
P000593,Ed Perlmutter,33,33,0,False,concordant
P000197,Nancy Pelosi,33,28,5,False,nous_plus
M001198,Roger W. Marshall,29,0,29,False,quiver_sans_donnee
J000295,David P. Joyce,29,24,5,False,nous_plus
W000800,Peter Welch,27,0,27,False,quiver_sans_donnee
B001274,Mo Brooks,25,23,2,False,nous_plus
C001066,Kathy Castor,25,25,0,False,concordant
R000609,John Rutherford,24,23,1,False,nous_plus
K000378,Adam Kinzinger,24,24,0,False,concordant
B001299,James E. Banks,24,0,24,False,quiver_sans_donnee
D000628,"Neal Patrick Dunn MD, FACS",24,0,24,False,quiver_sans_donnee
B001260,Vern Buchanan,23,0,23,False,quiver_sans_donnee
R000395,Harold Dallas Rogers,22,0,22,True,quiver_sans_donnee
S001189,Austin Scott,22,23,-1,True,quiver_plus_papier
J000020,Christopher L. Jacobs,21,21,0,False,concordant
D000399,Lloyd Doggett,20,20,0,False,concordant
T000479,Nicholas Van Taylor,20,20,0,False,concordant
W000804,Robert J. Wittman,19,19,0,False,concordant
M001199,Brian Mast,18,19,-1,False,quiver_plus_a_revoir
T000480,William R. Timmons,18,18,0,False,concordant
D000598,Susan A. Davis,18,18,0,False,concordant
M001206,Joseph D. Morelle,17,17,0,False,concordant
G000563,Bob Gibbs,16,16,0,False,concordant
B001284,Susan W. Brooks,13,12,1,False,nous_plus
T000483,David Trone,13,4,9,False,nous_plus
S001199,Lloyd K. Smucker,11,11,0,False,concordant
R000597,Tom Rice,11,11,0,False,concordant
M001204,Daniel Meuser,10,10,0,False,concordant
D000624,Debbie Dingell,10,10,0,False,concordant
P000523,David E. Price,10,8,2,False,nous_plus
S001216,Kim Schrier,10,10,0,False,concordant
C001078,Gerald E. Connolly,8,8,0,False,concordant
A000372,Richard W. Allen,7,7,0,False,concordant
H001072,James French Hill,7,6,1,False,nous_plus
B001286,Cheri Bustos,7,7,0,False,concordant
S001190,Bradley S. Schneider,7,2,5,False,nous_plus
S001148,Michael K. Simpson,7,7,0,False,concordant
R000616,Harley E. Rouda,6,5,1,False,nous_plus
R000603,David Cheston Rouzer,6,6,0,False,concordant
S000185,"Robert C. ""Bobby"" Scott",6,6,0,False,concordant
C001108,James Comer,5,5,0,True,concordant
C001103,Earl Leroy Carter,5,0,5,False,quiver_sans_donnee
P000034,Frank Pallone,5,5,0,False,concordant
W000812,Ann Wagner,4,0,4,True,quiver_sans_donnee
S001156,Linda T. Sanchez,4,0,4,False,quiver_sans_donnee
B001257,Gus M. Bilirakis,3,0,3,True,quiver_sans_donnee
V000108,Peter J. Visclosky,3,2,1,False,nous_plus
G000578,Matt Gaetz,3,2,1,False,nous_plus
A000367,Justin Amash,3,3,0,False,concordant
N000147,Eleanor Holmes Norton,3,0,3,False,quiver_sans_donnee
F000461,Bill Flores,3,1,2,False,nous_plus
K000379,Joseph P. Kennedy,3,0,3,True,quiver_sans_donnee
P000597,Chellie Pingree,3,0,3,False,quiver_sans_donnee
S001214,W. Greg Steube,2,2,0,False,concordant
M000087,Carolyn B. Maloney,2,0,2,False,quiver_sans_donnee
W000823,Michael Waltz,2,0,2,False,quiver_sans_donnee
G000588,Anthony E. Gonzalez,2,2,0,False,concordant
G000591,Michael Patrick Guest,2,2,0,False,concordant
P000096,Bill Pascrell,2,2,0,False,concordant
O000171,Tom O'Halleran,2,2,0,False,concordant
G000577,Garret Graves,2,2,0,False,concordant
S001209,Abigail Spanberger,1,0,1,False,quiver_sans_donnee
C001080,Judy Chu,1,1,0,False,concordant
L000566,Robert E. Latta,1,1,0,False,concordant
C001124,TJ John (Tj) Cox,1,0,1,False,quiver_sans_donnee
K000391,S. Raja Krishnamoorthi,1,0,1,False,quiver_sans_donnee
M001184,Thomas Massie,1,1,0,False,concordant
J000294,Hakeem S. Jeffries,1,1,0,False,concordant
M001188,Grace Meng,1,1,0,False,concordant
S001150,Adam B. Schiff,1,0,1,True,quiver_sans_donnee
B001309,Tim Burchett,1,1,0,False,concordant
