bioguide,date,ftype,n_photo,n_confirmees,n_apparues,n_disparues
D000625,2015-04-02,C,5,,,
D000625,2016-05-13,O,9,3.0,6.0,2.0
D000625,2017-05-10,O,9,8.0,1.0,1.0
D000625,2018-05-15,O,9,1.0,8.0,8.0
D000625,2019-03-04,T,8,8.0,0.0,1.0
D000626,2016-02-01,C,12,,,
D000626,2017-08-13,O,12,8.0,4.0,4.0
D000626,2018-08-14,O,11,2.0,9.0,11.0
D000626,2019-05-12,O,12,9.0,3.0,2.0
D000626,2020-08-15,O,8,5.0,3.0,7.0
D000626,2021-08-13,O,16,4.0,12.0,4.0
D000626,2022-07-14,O,13,11.0,2.0,5.0
D000626,2023-08-13,O,13,13.0,0.0,0.0
D000626,2024-08-12,O,18,11.0,7.0,2.0
D000626,2025-05-14,O,19,16.0,3.0,2.0
D000627,2015-12-23,C,6,,,
D000627,2016-06-15,C,7,6.0,1.0,0.0
D000627,2017-05-14,H,8,6.0,2.0,1.0
D000627,2018-08-13,O,8,1.0,7.0,7.0
D000627,2019-05-15,O,9,8.0,1.0,0.0
D000627,2020-08-13,O,8,8.0,0.0,1.0
D000627,2021-08-13,O,10,6.0,4.0,2.0
D000627,2022-08-13,O,15,5.0,10.0,5.0
D000627,2023-03-01,T,14,12.0,2.0,3.0
D000628,2015-11-23,C,58,,,
D000628,2016-07-29,C,58,51.0,7.0,7.0
D000628,2017-05-15,H,65,50.0,15.0,8.0
D000628,2018-08-13,O,51,6.0,45.0,61.0
D000628,2019-08-12,O,63,31.0,32.0,28.0
D000628,2020-08-13,O,74,22.0,52.0,47.0
D000628,2021-08-12,O,58,36.0,22.0,38.0
D000628,2022-08-13,O,76,37.0,39.0,28.0
D000628,2023-08-13,O,82,7.0,75.0,85.0
D000628,2025-08-13,O,45,4.0,41.0,80.0
D000629,2018-05-15,C,9,,,
D000629,2019-07-14,H,9,7.0,2.0,2.0
D000629,2020-08-12,O,12,6.0,6.0,3.0
D000629,2021-08-13,O,13,12.0,1.0,0.0
D000629,2022-05-13,O,12,9.0,3.0,4.0
D000629,2023-05-15,O,12,6.0,6.0,3.0
D000629,2024-06-14,O,8,4.0,4.0,8.0
D000629,2025-05-13,O,8,8.0,0.0,0.0
D000629,2026-05-14,O,8,8.0,0.0,0.0
D000630,2017-08-11,C,14,,,
D000630,2018-05-09,C,14,5.0,9.0,9.0
D000630,2019-05-14,H,8,5.0,3.0,9.0
D000630,2020-08-07,O,39,1.0,38.0,7.0
D000630,2021-08-06,O,43,35.0,8.0,4.0
D000630,2022-07-06,O,21,4.0,17.0,39.0
D000630,2022-07-13,T,20,17.0,3.0,4.0
D000631,2019-05-15,H,20,,,
D000631,2020-08-13,O,40,5.0,35.0,15.0
D000631,2021-08-13,O,42,20.0,22.0,20.0
D000631,2022-05-16,O,36,20.0,16.0,22.0
D000631,2023-08-13,O,38,11.0,27.0,25.0
D000631,2024-05-15,O,34,9.0,25.0,29.0
D000631,2025-05-15,O,37,28.0,9.0,6.0
D000631,2026-05-15,O,44,31.0,13.0,6.0
D000632,2022-08-08,C,4,,,
D000632,2023-06-20,H,4,4.0,0.0,0.0
D000632,2025-01-28,T,3,0.0,3.0,4.0
D000633,2023-05-16,O,9,,,
D000633,2024-06-06,O,9,7.0,2.0,2.0
D000634,2024-02-29,C,37,,,
D000634,2024-05-14,C,37,32.0,5.0,5.0
D000634,2025-07-14,H,44,18.0,26.0,19.0
D000635,2024-04-01,C,42,,,
D000635,2024-08-10,C,35,35.0,0.0,7.0
D000635,2025-08-13,H,43,12.0,31.0,23.0
E000071,2018-02-13,C,9,,,
E000071,2021-04-01,C,11,0.0,11.0,9.0
E000071,2021-04-02,C,8,7.0,1.0,4.0
E000071,2022-07-11,O,20,6.0,14.0,2.0
E000071,2023-08-11,O,20,20.0,0.0,0.0
E000071,2024-08-13,O,23,19.0,4.0,1.0
E000071,2025-08-13,O,58,19.0,39.0,4.0
E000179,2015-05-15,O,7,,,
E000179,2016-06-16,O,6,6.0,0.0,1.0
E000179,2017-05-17,O,6,6.0,0.0,0.0
E000179,2018-05-15,O,6,1.0,5.0,5.0
E000179,2019-05-21,O,6,6.0,0.0,0.0
E000179,2020-07-24,O,6,6.0,0.0,0.0
E000215,2015-05-13,O,13,,,
E000215,2016-04-28,O,14,2.0,12.0,11.0
E000215,2017-04-26,O,12,2.0,10.0,12.0
E000215,2018-05-02,O,13,1.0,12.0,11.0
E000215,2019-05-15,O,16,1.0,15.0,12.0
E000215,2020-04-27,O,13,0.0,13.0,16.0
E000215,2021-05-21,O,13,8.0,5.0,5.0
E000215,2022-04-18,O,12,0.0,12.0,13.0
E000215,2023-05-10,O,13,3.0,10.0,9.0
E000215,2024-04-30,O,9,2.0,7.0,11.0
E000215,2025-01-28,T,6,2.0,4.0,7.0
E000235,2021-06-24,C,7,,,
E000235,2022-05-11,C,8,3.0,5.0,4.0
E000235,2023-08-06,H,2,1.0,1.0,7.0
E000235,2024-07-30,O,2,1.0,1.0,1.0
E000235,2025-07-15,O,2,2.0,0.0,0.0
E000246,2022-04-16,C,11,,,
E000246,2023-08-12,H,4,1.0,3.0,10.0
E000246,2024-08-12,O,10,1.0,9.0,3.0
E000246,2025-08-13,O,9,9.0,0.0,1.0
E000288,2015-04-27,O,7,,,
E000288,2016-05-13,O,7,4.0,3.0,3.0
E000288,2017-05-12,O,7,3.0,4.0,4.0
E000288,2018-05-15,O,7,3.0,4.0,4.0
E000288,2019-03-11,T,7,1.0,6.0,6.0
E000290,2015-05-15,O,8,,,
E000290,2016-05-13,O,8,8.0,0.0,0.0
E000290,2017-01-28,T,10,8.0,2.0,0.0
E000290,2022-05-17,C,19,3.0,16.0,7.0
E000291,2015-05-15,O,6,,,
E000291,2016-05-16,O,7,6.0,1.0,0.0
E000293,2015-06-15,O,90,,,
E000293,2016-07-14,O,94,81.0,13.0,9.0
E000293,2017-08-11,O,92,42.0,50.0,52.0
E000293,2018-08-13,O,95,3.0,92.0,89.0
E000293,2019-05-01,T,145,68.0,77.0,27.0
E000294,2015-06-22,H,3,,,
E000294,2016-06-03,O,2,0.0,2.0,3.0
E000294,2017-05-24,O,1,0.0,1.0,2.0
E000294,2018-05-15,O,2,0.0,2.0,1.0
E000294,2019-05-15,O,2,2.0,0.0,0.0
E000294,2020-08-10,O,1,0.0,1.0,2.0
E000294,2021-08-11,O,2,0.0,2.0,1.0
E000294,2022-05-16,O,2,0.0,2.0,2.0
E000294,2025-05-13,O,1,0.0,1.0,2.0
E000294,2026-04-29,O,1,0.0,1.0,1.0
E000296,2015-12-02,C,4,,,
E000296,2016-12-01,C,3,2.0,1.0,2.0
E000296,2017-05-15,O,18,12.0,6.0,2.0
E000296,2018-05-15,O,35,12.0,23.0,9.0
E000296,2019-05-14,O,57,18.0,39.0,25.0
E000296,2020-08-12,O,63,37.0,26.0,27.0
E000296,2021-08-11,O,53,20.0,33.0,44.0
E000296,2022-05-16,O,59,43.0,16.0,12.0
E000296,2023-05-12,O,54,21.0,33.0,39.0
E000296,2024-05-14,O,55,34.0,21.0,23.0
E000296,2025-05-14,O,54,48.0,6.0,2.0
E000296,2026-05-14,O,36,18.0,18.0,29.0
E000297,2017-06-15,H,1,,,
E000297,2018-05-15,O,2,0.0,2.0,1.0
E000297,2019-05-10,O,2,2.0,0.0,0.0
E000297,2020-08-11,O,3,2.0,1.0,0.0
E000297,2021-08-13,O,4,3.0,1.0,0.0
E000297,2022-05-16,O,3,3.0,0.0,1.0
E000297,2023-06-14,O,5,3.0,2.0,0.0
E000297,2024-06-13,O,3,1.0,2.0,4.0
E000297,2025-06-13,O,3,3.0,0.0,0.0
E000297,2026-07-01,O,3,3.0,0.0,0.0
E000298,2017-03-09,C,26,,,
E000298,2018-08-13,O,43,0.0,43.0,26.0
E000298,2019-08-03,O,45,32.0,13.0,11.0
E000298,2020-08-12,O,43,19.0,24.0,26.0
E000298,2021-08-12,O,42,29.0,13.0,14.0
E000298,2022-08-12,O,42,29.0,13.0,20.0
E000298,2023-08-03,O,43,35.0,8.0,9.0
E000298,2024-08-07,O,34,29.0,5.0,14.0
E000298,2025-08-11,O,37,28.0,9.0,6.0
E000299,2017-09-14,C,4,,,
E000299,2018-08-22,C,5,1.0,4.0,3.0
E000299,2019-05-05,H,5,1.0,4.0,4.0
E000299,2020-04-29,O,8,0.0,8.0,5.0
E000299,2021-05-08,O,8,8.0,0.0,0.0
E000299,2022-04-23,O,8,2.0,6.0,6.0
E000299,2023-04-14,O,8,4.0,4.0,4.0
E000299,2024-05-11,O,5,4.0,1.0,4.0
E000299,2025-05-11,O,5,5.0,0.0,0.0
E000299,2026-05-10,O,4,4.0,0.0,1.0
E000300,2023-09-23,C,6,,,
E000300,2024-05-10,C,6,6.0,0.0,0.0
E000300,2025-05-13,H,7,6.0,1.0,0.0
E000300,2026-05-15,O,10,4.0,6.0,3.0
F000030,2015-05-14,O,38,,,
F000030,2016-05-12,O,42,30.0,12.0,8.0
F000030,2017-05-26,T,29,29.0,0.0,11.0
F000043,2015-05-15,O,1,,,
F000043,2016-05-16,O,1,1.0,0.0,0.0
F000043,2016-08-24,T,1,1.0,0.0,0.0
F000110,2024-08-13,C,20,,,
F000110,2025-05-15,H,26,14.0,12.0,5.0
F000110,2026-05-14,O,42,27.0,15.0,20.0
F000246,2020-08-30,C,108,,,
F000246,2021-08-13,H,100,46.0,54.0,80.0
F000246,2022-08-13,O,121,72.0,49.0,33.0
F000246,2023-08-11,O,116,84.0,32.0,37.0
F000246,2024-08-13,O,113,85.0,28.0,31.0
F000246,2025-08-13,O,116,97.0,19.0,16.0
F000445,2015-08-12,O,11,,,
F000445,2016-08-26,O,12,10.0,2.0,1.0
F000445,2017-01-26,T,11,10.0,1.0,2.0
F000446,2021-02-16,C,6,,,
F000446,2021-08-13,H,8,1.0,7.0,5.0
F000446,2022-08-09,O,10,3.0,7.0,5.0
F000446,2023-08-08,O,8,6.0,2.0,4.0
F000446,2024-08-12,O,9,4.0,5.0,4.0
F000446,2025-08-12,O,7,6.0,1.0,3.0
F000448,2015-05-15,O,5,,,
F000448,2016-05-16,O,4,1.0,3.0,4.0
F000448,2017-05-15,O,5,0.0,5.0,4.0
F000448,2018-01-09,T,5,5.0,0.0,0.0
F000449,2015-05-15,O,9,,,
F000449,2016-05-16,O,10,6.0,4.0,3.0
F000449,2017-06-14,O,10,9.0,1.0,1.0
F000449,2018-05-15,O,9,2.0,7.0,9.0
F000449,2019-05-15,O,10,8.0,2.0,1.0
F000449,2020-08-13,O,10,8.0,2.0,4.0
F000449,2021-08-11,O,10,10.0,0.0,0.0
F000449,2022-07-31,T,11,7.0,4.0,3.0
F000450,2015-05-15,O,35,,,
F000450,2016-05-13,O,36,24.0,12.0,30.0
F000450,2017-05-09,O,48,36.0,12.0,22.0
F000450,2018-05-15,O,48,20.0,28.0,31.0
F000450,2019-05-15,O,37,28.0,9.0,37.0
F000450,2020-07-17,O,35,31.0,4.0,9.0
F000450,2021-06-23,O,37,31.0,6.0,22.0
F000450,2022-05-11,O,38,31.0,7.0,55.0
F000450,2023-05-15,O,54,25.0,29.0,49.0
F000450,2024-05-15,O,47,29.0,18.0,35.0
F000450,2025-05-15,O,47,18.0,29.0,35.0
F000450,2026-05-15,O,41,26.0,15.0,21.0
F000451,2015-06-15,O,43,,,
F000451,2016-05-16,O,42,37.0,5.0,6.0
F000451,2017-01-31,T,39,39.0,0.0,3.0
F000454,2015-05-14,O,33,,,
F000454,2016-05-03,O,32,29.0,3.0,4.0
F000454,2017-05-03,O,33,31.0,2.0,1.0
F000454,2018-05-02,O,33,10.0,23.0,23.0
F000454,2019-05-06,O,35,33.0,2.0,0.0
F000454,2020-07-15,O,35,35.0,0.0,0.0
F000454,2021-07-13,O,40,32.0,8.0,3.0
F000454,2022-05-16,O,40,30.0,10.0,10.0
F000454,2023-06-02,O,39,34.0,5.0,6.0
F000454,2024-05-07,O,38,13.0,25.0,26.0
F000454,2025-04-28,O,40,37.0,3.0,1.0
F000454,2026-04-18,O,39,38.0,1.0,2.0
F000455,2015-05-11,O,12,,,
F000455,2016-05-11,O,11,11.0,0.0,1.0
F000455,2017-05-05,O,11,5.0,6.0,6.0
F000455,2018-05-10,O,11,2.0,9.0,9.0
F000455,2019-05-08,O,12,10.0,2.0,1.0
F000455,2020-07-31,O,6,6.0,0.0,6.0
F000456,2015-05-14,O,58,,,
F000456,2016-07-11,O,175,22.0,153.0,36.0
F000456,2017-01-30,T,171,155.0,16.0,20.0
F000458,2015-06-22,O,2,,,
F000458,2016-06-15,O,1,0.0,1.0,2.0
F000458,2017-01-31,T,5,1.0,4.0,0.0
F000460,2015-08-11,O,65,,,
F000460,2016-08-12,O,40,35.0,5.0,30.0
F000460,2017-08-10,O,33,27.0,6.0,13.0
F000460,2018-08-06,T,34,3.0,31.0,30.0
F000461,2015-08-03,O,15,,,
F000461,2021-05-04,T,41,1.0,40.0,126.0
F000462,2015-05-15,O,162,,,
F000462,2016-05-10,O,163,123.0,40.0,33.0
F000462,2017-08-09,O,169,103.0,66.0,57.0
F000462,2018-08-08,O,165,83.0,82.0,78.0
F000462,2019-05-13,O,170,119.0,51.0,34.0
F000462,2020-08-10,O,176,119.0,57.0,44.0
F000462,2021-08-13,O,146,105.0,41.0,61.0
F000462,2022-06-27,O,137,90.0,47.0,35.0
F000462,2023-06-06,O,130,98.0,32.0,27.0
F000462,2024-08-09,O,37,28.0,9.0,44.0
F000462,2025-05-15,O,33,31.0,2.0,6.0
F000462,2026-05-12,O,32,27.0,5.0,6.0
F000464,2015-09-29,C,15,,,
F000464,2016-05-15,C,17,13.0,4.0,2.0
F000464,2017-04-09,H,13,4.0,9.0,12.0
F000464,2018-05-13,O,13,2.0,11.0,11.0
F000464,2019-01-17,T,12,9.0,3.0,4.0
F000465,2016-04-01,C,11,,,
F000465,2017-05-12,H,10,9.0,1.0,2.0
F000465,2018-07-11,O,10,1.0,9.0,9.0
F000465,2019-08-14,O,25,4.0,21.0,6.0
F000465,2019-11-28,C,5,1.0,4.0,24.0
F000465,2020-08-12,O,25,1.0,24.0,4.0
F000465,2021-08-02,O,25,5.0,20.0,20.0
F000465,2022-06-14,O,23,5.0,18.0,20.0
F000465,2023-08-11,O,18,1.0,17.0,22.0
F000465,2024-08-07,O,23,7.0,16.0,11.0
F000465,2025-01-29,T,23,23.0,0.0,0.0
F000466,2016-03-25,C,4,,,
F000466,2017-06-14,H,3,3.0,0.0,1.0
F000466,2018-05-15,O,3,1.0,2.0,2.0
F000466,2019-05-14,O,3,3.0,0.0,0.0
F000466,2020-05-15,O,3,3.0,0.0,0.0
F000466,2021-05-14,O,3,3.0,0.0,0.0
F000466,2022-05-10,O,2,1.0,1.0,2.0
F000466,2023-05-09,O,2,2.0,0.0,0.0
F000466,2024-05-13,O,2,2.0,0.0,0.0
F000466,2025-05-13,O,2,2.0,0.0,0.0
F000466,2026-05-15,O,2,2.0,0.0,0.0
F000467,2017-08-31,C,1,,,
F000467,2018-05-15,C,1,0.0,1.0,1.0
F000467,2019-05-14,H,1,1.0,0.0,0.0
F000467,2020-08-07,O,2,0.0,2.0,1.0
F000467,2021-01-29,T,4,2.0,2.0,0.0
F000468,2017-09-10,C,162,,,
F000468,2018-08-13,C,153,64.0,89.0,98.0
F000468,2019-08-04,H,137,79.0,58.0,50.0
F000468,2019-08-13,C,1,0.0,1.0,137.0
F000468,2020-08-13,O,130,0.0,130.0,1.0
F000468,2021-08-13,O,89,55.0,34.0,75.0
F000468,2022-08-13,O,85,55.0,30.0,34.0
F000468,2023-07-29,O,100,71.0,29.0,14.0
F000468,2024-08-13,O,117,43.0,74.0,57.0
F000468,2025-08-11,O,105,48.0,57.0,69.0
F000469,2019-08-16,H,8,,,
F000469,2020-08-13,O,9,6.0,3.0,2.0
F000469,2021-08-03,O,10,7.0,3.0,2.0
F000469,2022-05-16,O,9,6.0,3.0,4.0
F000469,2023-05-12,O,8,7.0,1.0,2.0
F000469,2024-05-09,O,7,7.0,0.0,1.0
F000469,2025-05-14,O,8,7.0,1.0,0.0
F000469,2026-05-13,O,8,8.0,0.0,0.0
F000470,2019-10-02,C,13,,,
F000470,2020-05-15,C,13,12.0,1.0,1.0
F000470,2021-07-23,H,13,13.0,0.0,0.0
F000470,2022-08-10,O,14,6.0,8.0,7.0
F000470,2023-05-30,O,15,8.0,7.0,6.0
F000470,2024-07-08,O,13,1.0,12.0,14.0
F000470,2025-05-15,O,15,12.0,3.0,1.0
F000470,2026-06-05,O,13,11.0,2.0,4.0
F000471,2019-10-16,C,17,,,
F000471,2020-05-11,C,17,17.0,0.0,0.0
F000471,2022-04-25,O,23,1.0,22.0,16.0
F000471,2023-05-05,O,30,13.0,17.0,10.0
F000471,2024-05-09,O,24,14.0,10.0,16.0
F000471,2025-05-12,O,24,6.0,18.0,18.0
F000471,2026-05-17,O,20,17.0,3.0,7.0
F000472,2020-07-14,C,70,,,
F000472,2021-08-13,H,67,48.0,19.0,21.0
F000472,2022-05-16,O,60,47.0,13.0,28.0
F000472,2023-07-29,O,59,27.0,32.0,36.0
F000472,2024-08-08,O,49,29.0,20.0,40.0
F000472,2025-07-31,O,53,23.0,30.0,21.0
F000473,2022-05-14,C,2,,,
F000473,2023-09-08,C+T,2,2.0,0.0,0.0
F000473,2024-08-06,C,2,2.0,0.0,0.0
F000473,2025-08-13,C,3,1.0,2.0,1.0
F000473,2025-11-12,C,11,0.0,11.0,3.0
F000474,2022-04-09,C,17,,,
F000474,2023-08-09,O,16,14.0,2.0,3.0
F000474,2024-08-09,O,15,11.0,4.0,5.0
F000474,2025-08-11,O,15,15.0,0.0,0.0
F000475,2022-05-13,C,6,,,
F000475,2023-08-17,O,6,6.0,0.0,0.0
F000475,2024-07-09,O,12,2.0,10.0,4.0
F000475,2025-05-20,O,12,12.0,0.0,0.0
F000475,2026-05-13,O,12,12.0,0.0,0.0
F000477,2022-03-12,C,2,,,
F000477,2022-05-16,C,2,2.0,0.0,0.0
F000477,2023-05-11,H,3,2.0,1.0,0.0
F000477,2024-04-25,O,3,2.0,1.0,1.0
F000477,2025-05-14,O,3,3.0,0.0,0.0
F000477,2026-05-13,O,3,3.0,0.0,0.0
F000478,2022-05-24,C,3,,,
F000478,2022-07-01,C,3,3.0,0.0,0.0
F000478,2023-08-08,H,4,2.0,2.0,1.0
F000478,2024-08-13,O,7,0.0,7.0,4.0
F000478,2025-08-11,O,9,7.0,2.0,0.0
F000480,2024-02-04,C,58,,,
F000480,2025-08-13,C+O,74,20.0,54.0,38.0
F000480,2026-05-15,O,62,54.0,8.0,20.0
F000481,2024-05-01,C,4,,,
F000481,2024-05-16,C,4,4.0,0.0,0.0
F000481,2025-09-02,H,3,3.0,0.0,1.0
F000482,2024-05-12,C,41,,,
F000482,2025-08-02,H,34,10.0,24.0,31.0
F000483,2023-07-09,C,46,,,
F000483,2024-08-06,C,43,43.0,0.0,3.0
F000483,2025-05-09,H,43,40.0,3.0,3.0
F000483,2026-05-05,O,43,37.0,6.0,4.0
F000484,2024-12-29,C,66,,,
F000484,2025-08-13,H,66,63.0,3.0,3.0
F000485,2020-04-14,C,75,,,
F000485,2026-04-28,C,67,18.0,49.0,57.0
F000485,2026-05-19,H,67,65.0,2.0,2.0
G000061,2019-07-29,C,12,,,
G000061,2020-06-17,C,12,10.0,2.0,3.0
G000061,2021-08-10,O,21,5.0,16.0,14.0
G000061,2022-05-23,O,21,2.0,19.0,19.0
G000061,2023-06-20,O,19,10.0,9.0,11.0
G000061,2024-08-12,O,14,1.0,13.0,22.0
G000061,2025-01-08,T,1,0.0,1.0,14.0
G000289,2015-05-15,O,51,,,
G000289,2016-05-10,O,41,13.0,28.0,38.0
G000289,2017-05-03,O,29,2.0,27.0,41.0
G000289,2018-05-10,O,51,2.0,49.0,27.0
G000289,2019-01-23,T,79,5.0,74.0,46.0
G000377,2015-07-27,O,8,,,
G000377,2016-08-12,O,8,8.0,0.0,0.0
G000377,2017-08-09,O,7,7.0,0.0,1.0
G000377,2018-08-06,O,7,4.0,3.0,3.0
G000377,2019-08-06,O,5,5.0,0.0,2.0
G000377,2020-08-11,O,5,5.0,0.0,0.0
G000377,2021-08-04,O,5,5.0,0.0,0.0
G000377,2022-08-12,O,4,3.0,1.0,2.0
G000377,2023-08-08,O,4,4.0,0.0,0.0
G000377,2024-08-08,O,4,4.0,0.0,0.0
G000410,2015-05-15,O,4,,,
G000410,2016-05-13,O,9,0.0,9.0,4.0
G000410,2017-05-04,O,8,2.0,6.0,7.0
G000410,2018-05-15,O,7,3.0,4.0,5.0
G000410,2019-01-30,T,10,3.0,7.0,4.0
G000535,2015-08-13,O,32,,,
G000535,2016-08-14,O,32,10.0,22.0,22.0
G000535,2017-08-07,O,47,19.0,28.0,14.0
G000535,2018-07-27,O,38,9.0,29.0,38.0
G000535,2019-05-03,T,36,12.0,24.0,26.0
G000546,2015-05-13,O,9,,,
G000546,2016-05-13,O,10,9.0,1.0,0.0
G000546,2017-05-15,O,10,8.0,2.0,2.0
G000546,2018-05-15,O,12,6.0,6.0,4.0
G000546,2019-05-14,O,11,11.0,0.0,1.0
G000546,2020-08-12,O,11,3.0,8.0,8.0
G000546,2021-07-29,O,10,9.0,1.0,2.0
G000546,2022-05-13,O,9,8.0,1.0,2.0
G000546,2023-05-15,O,9,7.0,2.0,2.0
G000546,2024-05-15,O,8,8.0,0.0,1.0
G000546,2025-05-14,O,8,8.0,0.0,0.0
G000546,2026-05-14,O,8,8.0,0.0,0.0
G000548,2015-05-14,O,14,,,
G000548,2016-05-16,O,12,3.0,9.0,11.0
G000548,2017-02-08,T,10,4.0,6.0,8.0
G000551,2015-07-13,O,40,,,
G000551,2016-07-14,O,39,25.0,14.0,26.0
G000551,2017-08-04,O,30,9.0,21.0,18.0
G000551,2018-08-10,O,22,13.0,9.0,17.0
G000551,2019-08-08,O,23,16.0,7.0,6.0
G000551,2020-07-29,O,21,19.0,2.0,5.0
G000551,2021-07-15,O,14,6.0,8.0,15.0
G000551,2022-08-09,O,14,8.0,6.0,7.0
G000551,2023-07-28,O,16,12.0,4.0,2.0
G000551,2024-08-12,O,11,7.0,4.0,9.0
G000552,2019-05-15,O,2,,,
G000552,2020-08-12,O,2,1.0,1.0,1.0
G000552,2021-08-06,O,2,1.0,1.0,1.0
G000552,2022-05-13,O,1,1.0,0.0,1.0
G000553,2015-05-15,O,13,,,
G000553,2016-05-11,O,15,11.0,4.0,2.0
G000553,2017-04-24,O,14,13.0,1.0,3.0
G000553,2018-05-03,O,13,1.0,12.0,13.0
G000553,2019-04-16,O,14,10.0,4.0,3.0
G000553,2020-04-29,O,14,13.0,1.0,1.0
G000553,2021-08-13,O,14,14.0,0.0,0.0
G000553,2022-05-16,O,12,11.0,1.0,3.0
G000553,2023-05-12,O,11,10.0,1.0,2.0
G000553,2024-05-13,O,12,10.0,2.0,1.0
G000553,2025-05-15,O,11,8.0,3.0,4.0
G000553,2026-05-15,O,11,11.0,0.0,0.0
G000556,2017-05-08,T,48,,,
G000556,2021-08-11,C,37,0.0,37.0,48.0
G000556,2022-07-24,C,34,9.0,25.0,28.0
G000559,2015-05-06,O,24,,,
G000559,2016-05-03,O,21,20.0,1.0,4.0
G000559,2017-05-13,O,21,16.0,5.0,5.0
G000559,2018-05-15,O,21,5.0,16.0,16.0
G000559,2019-05-07,O,19,18.0,1.0,3.0
G000559,2020-07-31,O,19,18.0,1.0,1.0
G000559,2021-08-09,O,19,19.0,0.0,0.0
G000559,2022-05-07,O,17,13.0,4.0,2.0
G000559,2023-07-21,O,17,16.0,1.0,1.0
G000559,2024-05-13,O,12,11.0,1.0,6.0
G000559,2025-08-01,O,14,8.0,6.0,4.0
G000560,2015-05-15,O,11,,,
G000560,2016-06-15,O,12,9.0,3.0,3.0
G000560,2017-06-14,O,23,7.0,16.0,5.0
G000560,2018-07-27,O,26,6.0,20.0,17.0
G000560,2019-08-12,O,29,22.0,7.0,4.0
G000560,2020-08-04,O,30,27.0,3.0,2.0
G000560,2020-12-24,T,39,25.0,14.0,5.0
G000563,2015-05-10,O,72,,,
G000563,2016-05-01,O,72,62.0,10.0,14.0
G000563,2017-05-12,O,75,63.0,12.0,10.0
G000563,2018-05-12,O,70,44.0,26.0,30.0
G000563,2019-05-03,O,67,65.0,2.0,5.0
G000563,2020-02-15,C,12,0.0,12.0,68.0
G000563,2020-08-04,O,68,1.0,67.0,13.0
G000563,2021-08-04,O,67,59.0,8.0,8.0
G000563,2022-04-21,O,68,56.0,12.0,12.0
G000563,2023-01-25,T,66,59.0,7.0,6.0
G000564,2015-05-01,O,1,,,
G000564,2016-04-26,O,1,0.0,1.0,1.0
G000564,2017-02-10,T,2,0.0,2.0,1.0
G000565,2015-09-03,O,4,,,
G000565,2016-04-29,O,4,1.0,3.0,3.0
G000565,2017-05-04,O,3,1.0,2.0,3.0
G000565,2018-05-09,O,2,1.0,1.0,2.0
G000565,2019-05-15,O,2,1.0,1.0,1.0
G000565,2020-08-13,O,2,0.0,2.0,2.0
G000565,2021-08-11,O,1,0.0,1.0,2.0
G000565,2022-05-13,O,1,0.0,1.0,1.0
G000565,2023-04-26,O,2,0.0,2.0,1.0
G000565,2024-05-08,O,2,2.0,0.0,0.0
G000565,2025-05-15,O,2,2.0,0.0,0.0
G000565,2026-04-29,O,3,1.0,2.0,1.0
G000566,2015-05-13,O,1,,,
G000566,2016-05-16,O,1,1.0,0.0,0.0
G000566,2017-05-04,O,1,1.0,0.0,0.0
G000566,2018-05-08,O,1,1.0,0.0,0.0
G000566,2019-02-06,T,1,1.0,0.0,0.0
G000568,2015-05-05,O,3,,,
G000568,2016-05-03,O,4,2.0,2.0,1.0
G000568,2017-05-12,O,7,1.0,6.0,3.0
G000568,2018-05-04,O,7,1.0,6.0,6.0
G000568,2019-05-14,O,7,7.0,0.0,0.0
G000568,2020-07-06,O,7,3.0,4.0,4.0
G000568,2021-07-28,O,7,7.0,0.0,0.0
G000568,2022-05-12,O,5,2.0,3.0,5.0
G000568,2023-05-09,O,5,5.0,0.0,0.0
G000568,2024-05-03,O,5,3.0,2.0,2.0
G000568,2025-05-20,O,5,5.0,0.0,0.0
G000568,2026-05-15,O,5,5.0,0.0,0.0
G000569,2015-01-14,T,2,,,
G000569,2018-01-29,C,2,1.0,1.0,1.0
G000569,2018-05-13,C,2,1.0,1.0,1.0
G000570,2015-07-15,H,12,,,
G000570,2016-08-18,O,21,3.0,18.0,9.0
G000570,2017-01-31,T,22,2.0,20.0,19.0
G000571,2015-08-18,O,9,,,
G000571,2016-05-16,O,9,9.0,0.0,0.0
G000571,2017-05-15,O,8,7.0,1.0,2.0
G000571,2018-08-14,O,11,1.0,10.0,7.0
G000571,2019-08-13,O,9,9.0,0.0,2.0
G000571,2020-08-14,O,9,9.0,0.0,0.0
G000571,2021-05-03,T,8,8.0,0.0,1.0
G000572,2015-05-12,T,7,,,
G000572,2015-08-29,C,5,3.0,2.0,4.0
G000572,2016-06-13,C,5,5.0,0.0,0.0
G000573,2014-05-13,C,2,,,
G000573,2015-02-03,T,10,0.0,10.0,2.0
G000573,2016-05-15,C,9,5.0,4.0,5.0
G000574,2014-05-15,C,15,,,
G000574,2015-08-13,O,17,0.0,17.0,15.0
G000574,2016-08-14,O,31,0.0,31.0,17.0
G000574,2017-08-13,O,11,11.0,0.0,20.0
G000574,2018-05-15,O,14,9.0,5.0,2.0
G000574,2019-08-13,O,14,13.0,1.0,1.0
G000574,2020-08-13,O,17,7.0,10.0,8.0
G000574,2021-08-09,O,13,11.0,2.0,6.0
G000574,2022-08-10,O,10,7.0,3.0,7.0
G000574,2023-08-12,O,8,6.0,2.0,4.0
G000574,2024-08-13,O,7,6.0,1.0,2.0
G000575,2014-06-29,C,7,,,
