doc_id,filing_type,annee_index,statut,traitement
8214528,A,2014,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
8214602,A,2014,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
8214656,A,2014,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
8214603,A,2014,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
8214527,O,2014,scanne_hors_V1,PDF mort côté Clerk
8214604,A,2014,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
8214526,T,2014,scanne_hors_V1,PDF mort côté Clerk
8214391,A,2014,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
8214601,A,2014,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
8214529,T,2014,scanne_hors_V1,PDF mort côté Clerk
8214600,A,2014,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10023848,A,2015,parse_ok,parsé élec — avec données
10010992,O,2015,parse_ok,parsé élec — avec données
9106551,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9107624,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
30001522,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10010483,O,2015,parse_ok,parsé élec — avec données
9106272,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9108238,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10008330,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9107284,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10014569,A,2015,parse_ok,parsé élec — avec données
10010606,O,2015,parse_ok,parsé élec — avec données
30002242,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9106902,W,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10013970,A,2015,parse_ok,parsé élec — avec données
10010661,O,2015,parse_ok,parsé élec — avec données
10009737,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9108067,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9109993,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9109060,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
10012062,O,2015,parse_ok,parsé élec — avec données
10010217,O,2015,parse_ok,parsé élec — avec données
9107775,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9107623,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108239,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10009692,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10009453,C,2015,parse_ok,parsé élec — avec données
9108466,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
30001612,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10008370,C,2015,parse_ok,parsé élec — avec données
10009342,C,2015,parse_ok,parsé élec — avec données
40000420,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10009542,C,2015,parse_ok,parsé élec — avec données
10009351,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
20002776,P,2015,parse_ok,parsé élec — avec données
10010048,O,2015,parse_ok,parsé élec — avec données
20002949,P,2015,parse_ok,parsé élec — avec données
20002963,P,2015,parse_ok,parsé élec — avec données
20002964,P,2015,parse_ok,parsé élec — avec données
20003185,P,2015,parse_ok,parsé élec — avec données
20003367,P,2015,parse_ok,parsé élec — avec données
20003528,P,2015,parse_ok,parsé élec — avec données
20003534,P,2015,parse_ok,parsé élec — avec données
20003708,P,2015,parse_ok,parsé élec — avec données
20003994,P,2015,parse_ok,parsé élec — avec données
40000333,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10009707,C,2015,parse_ok,parsé élec — avec données
9107252,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9106913,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10011275,O,2015,parse_ok,parsé élec — avec données
9106294,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
30002020,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9106040,T,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
10004859,T,2015,parse_ok,parsé élec — avec données
10005448,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9108352,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108130,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10009242,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9107570,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9107770,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108343,W,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
30001563,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10007965,C,2015,parse_ok,parsé élec — avec données
9106463,T,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
9106194,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10007059,C,2015,parse_ok,parsé élec — avec données
30001166,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10013100,A,2015,parse_ok,parsé élec — avec données
10010061,O,2015,parse_ok,parsé élec — avec données
20002550,P,2015,parse_ok,parsé élec — avec données
20002827,P,2015,parse_ok,parsé élec — avec données
20004311,P,2015,parse_ok,parsé élec — avec données
10009704,C,2015,parse_ok,parsé élec — avec données
9109600,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9109981,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9109061,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
9107279,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107923,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
10008469,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9106880,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10018328,A,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10008179,C,2015,parse_ok,parsé élec — avec données
30001555,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
30001649,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10004722,T,2015,parse_ok,parsé élec — avec données
10008548,C,2015,parse_ok,parsé élec — avec données
9110145,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9109737,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
9108986,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10006496,C,2015,parse_ok,parsé élec — avec données
9109992,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10028910,A,2015,parse_ok,parsé élec — avec données
10011387,O,2015,parse_ok,parsé élec — avec données
30001952,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
30002594,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10008942,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9108294,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
30001661,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10012473,A,2015,parse_ok,parsé élec — avec données
10012480,A,2015,parse_ok,parsé élec — avec données
10011959,O,2015,parse_ok,parsé élec — avec données
10015249,A,2015,parse_ok,parsé élec — avec données
10013156,O,2015,parse_ok,parsé élec — avec données
9109012,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108146,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108461,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9108220,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
40000424,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9109659,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10010983,O,2015,parse_ok,parsé élec — avec données
9106404,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
10008568,C,2015,parse_ok,parsé élec — avec données
10009369,C,2015,parse_ok,parsé élec — avec données
30001694,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10007613,C,2015,parse_ok,parsé élec — avec données
30001414,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10012983,A,2015,parse_ok,parsé élec — avec données
10011070,O,2015,parse_ok,parsé élec — avec données
9108299,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10013294,A,2015,parse_ok,parsé élec — avec données
10013854,A,2015,parse_ok,parsé élec — avec données
10011105,O,2015,parse_ok,parsé élec — avec données
9109063,O,2015,scanne_hors_V1,gros annuel scanné — exclu budget (tracé)
9106320,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107245,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107544,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108029,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108116,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9108042,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10013480,A,2015,parse_ok,parsé élec — avec données
10011403,O,2015,parse_ok,parsé élec — avec données
9108913,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10011087,O,2015,parse_ok,parsé élec — avec données
10012800,A,2015,parse_ok,parsé élec — avec données
9109547,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10011582,O,2015,parse_ok,parsé élec — avec données
9105956,T,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
9110274,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9109835,O,2015,scanne_hors_V1,gros annuel scanné — exclu budget (tracé)
9105971,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106102,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106101,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106213,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106250,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106265,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106293,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106372,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106899,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107123,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107243,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107331,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107348,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107495,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107496,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107551,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107572,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107664,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107696,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107988,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108065,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108105,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9110279,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9110280,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9110281,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9110282,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9110283,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9110284,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108819,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9109859,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
9108838,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9107736,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9106131,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
10013701,O,2015,parse_ok,parsé élec — avec données
9108820,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10010109,O,2015,parse_ok,parsé élec — avec données
20002585,P,2015,parse_ok,parsé élec — avec données
20002777,P,2015,parse_ok,parsé élec — avec données
20002778,P,2015,parse_ok,parsé élec — avec données
20003142,P,2015,parse_ok,parsé élec — avec données
20003355,P,2015,parse_ok,parsé élec — avec données
20003664,P,2015,parse_ok,parsé élec — avec données
20004121,P,2015,parse_ok,parsé élec — avec données
20004164,P,2015,parse_ok,parsé élec — avec données
20002347,P,2015,parse_ok,parsé élec — avec données
20002620,P,2015,parse_ok,parsé élec — avec données
20002785,P,2015,parse_ok,parsé élec — avec données
20002923,P,2015,parse_ok,parsé élec — avec données
20003022,P,2015,parse_ok,parsé élec — avec données
20003400,P,2015,parse_ok,parsé élec — avec données
20003745,P,2015,parse_ok,parsé élec — avec données
10009093,T,2015,parse_ok,parsé élec — avec données
9110847,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10010910,O,2015,parse_ok,parsé élec — avec données
9108837,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108007,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9108297,W,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10010724,O,2015,parse_ok,parsé élec — avec données
10009269,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10011495,O,2015,parse_ok,parsé élec — avec données
30002010,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9109064,O,2015,scanne_hors_V1,gros annuel scanné — exclu budget (tracé)
10008434,C,2015,parse_ok,parsé élec — avec données
40000359,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
40000360,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108438,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10014099,A,2015,parse_ok,parsé élec — avec données
10013685,O,2015,parse_ok,parsé élec — avec données
9108914,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10009398,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10012437,O,2015,parse_ok,parsé élec — avec données
30002349,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9109658,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10012035,O,2015,parse_ok,parsé élec — avec données
10008419,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9109471,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9109065,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
10011709,O,2015,parse_ok,parsé élec — avec données
9108323,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9108167,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10011236,O,2015,parse_ok,parsé élec — avec données
20002327,P,2015,parse_ok,parsé élec — avec données
20002454,P,2015,parse_ok,parsé élec — avec données
20002713,P,2015,parse_ok,parsé élec — avec données
20002831,P,2015,parse_ok,parsé élec — avec données
20003345,P,2015,parse_ok,parsé élec — avec données
20003908,P,2015,parse_ok,parsé élec — avec données
20004046,P,2015,parse_ok,parsé élec — avec données
10010289,O,2015,parse_ok,parsé élec — avec données
20002969,P,2015,parse_ok,parsé élec — avec données
20003084,P,2015,parse_ok,parsé élec — avec données
9106157,T,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
10005459,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9109066,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
9107537,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
30001543,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10009003,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10017888,A,2015,parse_ok,parsé élec — avec données
10010870,O,2015,parse_ok,parsé élec — avec données
10009395,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9108181,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9109482,O,2015,scanne_hors_V1,gros annuel scanné — exclu budget (tracé)
20002422,P,2015,parse_ok,parsé élec — avec données
20002783,P,2015,parse_ok,parsé élec — avec données
20002966,P,2015,parse_ok,parsé élec — avec données
20003174,P,2015,parse_ok,parsé élec — avec données
20003325,P,2015,parse_ok,parsé élec — avec données
20003332,P,2015,parse_ok,parsé élec — avec données
20003619,P,2015,parse_ok,parsé élec — avec données
20003799,P,2015,parse_ok,parsé élec — avec données
20003914,P,2015,parse_ok,parsé élec — avec données
20004113,P,2015,parse_ok,parsé élec — avec données
20004243,P,2015,parse_ok,parsé élec — avec données
10011756,O,2015,parse_ok,parsé élec — avec données
9109059,O,2015,scanne_hors_V1,gros annuel scanné — exclu budget (tracé)
10009199,C,2015,parse_ok,parsé élec — avec données
10011404,O,2015,parse_ok,parsé élec — avec données
30001956,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108144,W,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108125,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10013143,A,2015,parse_ok,parsé élec — avec données
10016627,A,2015,parse_ok,parsé élec — avec données
10010468,O,2015,parse_ok,parsé élec — avec données
20003873,P,2015,parse_ok,parsé élec — avec données
10011456,A,2015,parse_ok,parsé élec — avec données
10010194,O,2015,parse_ok,parsé élec — avec données
9109574,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9109067,O,2015,scanne_hors_V1,gros annuel scanné — exclu budget (tracé)
10009822,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9108362,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108114,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10006999,C,2015,parse_ok,parsé élec — avec données
10007101,C,2015,parse_ok,parsé élec — avec données
30001178,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10011069,O,2015,parse_ok,parsé élec — avec données
10004735,T,2015,parse_ok,parsé élec — avec données
10004714,T,2015,parse_ok,parsé élec — avec données
10009727,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9108107,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10009220,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10011721,O,2015,parse_ok,parsé élec — avec données
10010160,O,2015,parse_ok,parsé élec — avec données
10008917,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9113740,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
8216691,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10006581,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10018295,A,2015,parse_ok,parsé élec — avec données
10011532,O,2015,parse_ok,parsé élec — avec données
30002022,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10009390,C,2015,parse_ok,parsé élec — avec données
10008605,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10013574,O,2015,parse_ok,parsé élec — avec données
9108915,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9107439,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10012380,O,2015,parse_ok,parsé élec — avec données
10010276,O,2015,parse_ok,parsé élec — avec données
20003169,P,2015,parse_ok,parsé élec — avec données
20003749,P,2015,parse_ok,parsé élec — avec données
30002006,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
30002561,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10016835,A,2015,parse_ok,parsé élec — avec données
10011331,O,2015,parse_ok,parsé élec — avec données
9109673,O,2015,scanne_hors_V1,gros annuel scanné — exclu budget (tracé)
9109034,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108210,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9105935,E,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
20003626,P,2015,parse_ok,parsé élec — avec données
10008055,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10010421,O,2015,parse_ok,parsé élec — avec données
20002315,P,2015,parse_ok,parsé élec — avec données
20002533,P,2015,parse_ok,parsé élec — avec données
20003116,P,2015,parse_ok,parsé élec — avec données
10009579,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9109672,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
9108916,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9109522,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10012410,C,2015,parse_ok,parsé élec — avec données
10010532,O,2015,parse_ok,parsé élec — avec données
20003295,P,2015,parse_ok,parsé élec — avec données
9107417,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10011221,O,2015,parse_ok,parsé élec — avec données
20003870,P,2015,parse_ok,parsé élec — avec données
10008315,C,2015,parse_ok,parsé élec — avec données
30001608,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9108131,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9107940,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10009163,C,2015,parse_ok,parsé élec — avec données
10005455,A,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10004800,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
9108136,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9107802,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10004717,T,2015,parse_ok,parsé élec — avec données
10009368,C,2015,parse_ok,parsé élec — avec données
10010101,O,2015,parse_ok,parsé élec — avec données
9107434,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107680,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108078,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108199,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108378,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
10012987,A,2015,parse_ok,parsé élec — avec données
10012250,O,2015,parse_ok,parsé élec — avec données
10010213,O,2015,parse_ok,parsé élec — avec données
20002346,P,2015,parse_ok,parsé élec — avec données
20002484,P,2015,parse_ok,parsé élec — avec données
20002598,P,2015,parse_ok,parsé élec — avec données
20002600,P,2015,parse_ok,parsé élec — avec données
20002651,P,2015,parse_ok,parsé élec — avec données
20002731,P,2015,parse_ok,parsé élec — avec données
20002828,P,2015,parse_ok,parsé élec — avec données
20002922,P,2015,parse_ok,parsé élec — avec données
20003057,P,2015,parse_ok,parsé élec — avec données
20003176,P,2015,parse_ok,parsé élec — avec données
20003526,P,2015,parse_ok,parsé élec — avec données
20003716,P,2015,parse_ok,parsé élec — avec données
20003890,P,2015,parse_ok,parsé élec — avec données
20004209,P,2015,parse_ok,parsé élec — avec données
30001947,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10009370,C,2015,parse_ok,parsé élec — avec données
40000426,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10012393,O,2015,parse_ok,parsé élec — avec données
30002301,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9109521,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9105900,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106099,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9109469,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9109101,O,2015,scanne_hors_V1,gros annuel scanné — exclu budget (tracé)
9106319,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107638,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108028,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9109102,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
10013356,A,2015,parse_ok,parsé élec — avec données
10011587,O,2015,parse_ok,parsé élec — avec données
10008308,C,2015,parse_ok,parsé élec — avec données
9108002,C,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10010377,O,2015,parse_ok,parsé élec — avec données
10004819,T,2015,parse_ok,parsé élec — avec données
9109103,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
9108037,D,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
10010175,O,2015,parse_ok,parsé élec — avec données
9106554,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106568,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
20003034,P,2015,parse_ok,parsé élec — avec données
20003368,P,2015,parse_ok,parsé élec — avec données
20003474,P,2015,parse_ok,parsé élec — avec données
20003709,P,2015,parse_ok,parsé élec — avec données
20004150,P,2015,parse_ok,parsé élec — avec données
20004212,P,2015,parse_ok,parsé élec — avec données
20004278,P,2015,parse_ok,parsé élec — avec données
10009581,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10010419,O,2015,parse_ok,parsé élec — avec données
9108296,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9109200,O,2015,scanne_hors_V1,OCRisé B3 (H/T/O — Schedule A+B)
10009450,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
30001705,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9109105,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
9109104,O,2015,scanne_hors_V1,gros annuel scanné — exclu budget (tracé)
9105969,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106214,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9106291,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107347,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107387,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107574,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9107857,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
9108077,P,2015,ocr_herite_parse,OCRisé P (Vision — hérité + B2)
10011519,O,2015,parse_ok,parsé élec — avec données
10008781,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10005132,C,2015,parse_ok,parsé élec — avec données
10012278,A,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
10008861,C,2015,parse_ok_vide,parsé élec — rien à déclarer/tickériser
30001654,X,2015,hors_perimetre_admin,administratif — rien à extraire (X/D/W/G/E)
9107874,A,2015,scanne_hors_V1,scanné A/C — OCR reporté (tracé)
10009005,C,2015,parse_ok,parsé élec — avec données
10010028,O,2015,parse_ok,parsé élec — avec données
20003280,P,2015,parse_ok,parsé élec — avec données
