bioguide_id,name,nous,quiver,delta,a_du_papier,verdict
K000389,Rohit Khanna,4637,4555,82,True,nous_plus
M001136,Lisa McClain,1528,1394,134,True,nous_plus
M001157,Michael T. McCaul,1173,1121,52,True,nous_plus
C001123,Gilbert Cisneros,694,656,38,False,nous_plus
B001327,Rob Bresnahan,638,607,31,False,nous_plus
S001229,Jefferson Shreve,622,558,64,False,nous_plus
J000310,Julie Johnson,440,440,0,False,concordant
G000583,Josh Gottheimer,434,435,-1,False,quiver_plus_a_revoir
H001094,Valerie Hoyle,388,388,0,False,concordant
G000596,Marjorie Taylor Greene,282,266,16,False,nous_plus
W000821,Bruce Westerman,208,208,0,False,concordant
F000110,Cleo Fields,201,200,1,False,nous_plus
M001236,Tim Moore,199,168,31,False,nous_plus
B001325,Sheri Biggs,195,78,117,False,nous_plus
T000486,Ritchie John Torres,156,125,31,False,nous_plus
M001232,April McClain Delaney,142,141,1,False,nous_plus
D000032,Byron Donalds,118,118,0,False,concordant
M001217,Jared Moskowitz,104,104,0,False,concordant
F000472,Scott Scott Franklin,85,82,3,False,nous_plus
D000617,Suzan K. DelBene,81,0,81,False,quiver_sans_donnee
M001234,Kelly Louise Morrison,78,57,21,False,nous_plus
T000490,David J. Taylor,75,75,0,False,concordant
N000189,Dan Newhouse,69,64,5,False,nous_plus
F000459,"Charles J. ""Chuck"" Fleischmann",68,46,22,True,nous_plus
J000309,Jonathan Jackson,68,67,1,False,nous_plus
M001218,Richard Dean Dr McCormick,62,63,-1,False,quiver_plus_a_revoir
K000398,Thomas H. Kean,60,61,-1,False,quiver_plus_a_revoir
L000601,Greg Landsman,56,56,0,False,concordant
P000608,Scott H. Peters,55,0,55,False,quiver_sans_donnee
C001108,James Comer,41,41,0,False,concordant
W000829,Tony Wied,37,12,25,True,nous_plus
F000450,Virginia Foxx,36,35,1,False,nous_plus
W000830,George Whitesides,35,35,0,False,concordant
H001082,Kevin Hern,32,22,10,False,nous_plus
A000372,Richard W. Allen,28,15,13,False,nous_plus
R000395,Harold Dallas Rogers,24,0,24,True,quiver_sans_donnee
G000603,Brandon Gill,23,3,20,False,nous_plus
E000296,Dwight Evans,23,23,0,False,concordant
K000375,William R. Keating,22,11,11,False,nous_plus
M001222,Max Miller,20,17,3,False,nous_plus
S000510,Adam Smith,18,7,11,False,nous_plus
C001129,Michael A. Collins,18,0,18,False,quiver_sans_donnee
L000590,Susie Lee,18,18,0,False,concordant
K000376,Mike Kelly,18,3,15,False,nous_plus
D000399,Lloyd Doggett,17,17,0,False,concordant
S001189,Austin Scott,17,17,0,False,concordant
L000560,Rick Larsen,16,16,0,False,concordant
H001072,James French Hill,15,15,0,False,concordant
M001205,Carol Devine Miller,14,14,0,False,concordant
S001201,Thomas Suozzi,14,5,9,False,nous_plus
G000590,Mark Dr Green,14,6,8,False,nous_plus
B001292,Donald Sternoff Beyer,12,0,12,False,quiver_sans_donnee
W000797,Debbie Wasserman Schultz,12,12,0,False,concordant
P000197,Nancy Pelosi,12,11,1,False,nous_plus
D000624,Debbie Dingell,12,10,2,False,nous_plus
R000612,John W. Rose,12,12,0,False,concordant
M001204,Daniel Meuser,11,11,0,False,concordant
R000621,Emily Randall,11,11,0,False,concordant
M001135,Kathy Manning,10,0,10,False,quiver_sans_donnee
P000597,Chellie Pingree,8,0,8,False,quiver_sans_donnee
R000610,Guy Mr Reschenthaler,6,6,0,False,concordant
L000597,Laurel Lee,6,4,2,False,nous_plus
C001101,Katherine M. Clark,6,2,4,False,nous_plus
C001068,Steve Cohen,6,2,4,False,nous_plus
S001224,Keith Alan Self,6,0,6,True,quiver_sans_donnee
P000048,August Lee Pfluger,6,6,0,False,concordant
L000566,Robert E. Latta,5,5,0,False,concordant
C001078,Gerald E. Connolly,5,5,0,False,concordant
M001239,John McGuire,5,5,0,False,concordant
S000250,Pete Sessions,5,2,3,False,nous_plus
W000812,Ann Wagner,4,0,4,True,quiver_sans_donnee
Y000067,Rudy C. Yakym,4,4,0,False,concordant
D000628,"Neal Patrick MD, Facs Dunn",4,0,4,False,quiver_sans_donnee
C001103,Earl Leroy Carter,4,0,4,False,quiver_sans_donnee
M000317,Nicole Malliotakis,4,0,4,True,quiver_sans_donnee
A000148,Jake Auchincloss,4,4,0,False,concordant
S001190,Bradley S. Schneider,3,0,3,False,quiver_sans_donnee
K000405,Brad Knott,3,3,0,False,concordant
S001172,Adrian Smith,3,0,3,True,quiver_sans_donnee
F000483,Laura Friedman,3,3,0,False,concordant
S000344,Brad Sherman,3,0,3,True,quiver_sans_donnee
W000823,Michael Waltz,2,0,2,False,quiver_sans_donnee
C001080,Judy Chu,2,2,0,False,concordant
S000929,Victoria Spartz,2,2,0,False,concordant
S001185,Terri A. Sewell,2,2,0,False,concordant
B000668,Cliff Bentz,2,2,0,False,concordant
N000147,Eleanor Holmes Norton,2,0,2,False,quiver_sans_donnee
D000616,Scott DesJarlais,2,2,0,False,concordant
M001241,Dave Min,2,2,0,False,concordant
S001214,Greg Steube,2,2,0,False,concordant
C001055,Ed Case,1,1,0,False,concordant
W000816,Roger Williams,1,0,1,False,quiver_sans_donnee
B001257,Gus M. Bilirakis,1,0,1,True,quiver_sans_donnee
T000488,Shri Thanedar,1,1,0,False,concordant
N000188,Donald W. Norcross,1,1,0,False,concordant
G000591,Michael Patrick Guest,1,1,0,False,concordant
S001212,Peter Allen Stauber,1,1,0,False,concordant
S001207,Mikie Sherrill,1,1,0,False,concordant
G000597,Andrew Garbarino,1,1,0,False,concordant
G000599,Daniel Goldman,1,1,0,False,concordant
I000056,Darrell E. Issa,1,0,1,False,quiver_sans_donnee
J000295,David P. Joyce,1,0,1,False,quiver_sans_donnee
K000403,Mike Kennedy,1,1,0,False,concordant
R000606,Jamie Raskin,1,0,1,True,quiver_sans_donnee
R000579,Patrick Ryan,1,0,1,False,quiver_sans_donnee
M001196,Seth Moulton,1,0,1,False,quiver_sans_donnee
A000055,Robert B. Aderholt,1,1,0,False,concordant
