bioguide_id,name,nous,quiver,delta,a_du_papier,verdict
M001193,Thomas MacArthur,1741,951,790,False,nous_plus
P000608,Scott H. Peters,430,372,58,False,nous_plus
T000475,David A. Trott,372,160,212,False,nous_plus
C001062,K. Michael Conaway,303,217,86,False,nous_plus
S000583,Lamar Smith,165,133,32,False,nous_plus
L000579,Alan S. Lowenthal,136,81,55,False,nous_plus
H001051,Richard L. Hanna,129,115,14,False,nous_plus
F000462,Lois Frankel,127,103,24,False,nous_plus
D000617,Suzan K. DelBene,96,32,64,False,nous_plus
H000636,Rubén Hinojosa,94,68,26,False,nous_plus
S001148,Michael K. Simpson,87,36,51,False,nous_plus
C001101,Katherine M. Clark,82,54,28,False,nous_plus
F000450,Virginia Foxx,81,64,17,False,nous_plus
F000461,Bill Flores,79,38,41,False,nous_plus
M001180,David B. McKinley,78,70,8,False,nous_plus
G000551,Raúl M. Grijalva,77,56,21,False,nous_plus
S000250,Pete Sessions,61,51,10,False,nous_plus
C001107,Carlos Curbelo,53,32,21,True,nous_plus
W000413,Ed Whitfield,43,33,10,False,nous_plus
W000804,Robert J. Wittman,43,38,5,False,nous_plus
B001260,Vern Buchanan,42,1,41,False,nous_plus
Y000062,John A. Yarmuth,40,31,9,False,nous_plus
R000589,E. Scott Rigell,26,9,17,False,nous_plus
N000182,Randy Neugebauer,25,11,14,False,nous_plus
B000589,John A. Boehner,23,17,6,False,nous_plus
D000624,Debbie Dingell,22,18,4,True,nous_plus
W000797,Debbie Wasserman Schultz,21,20,1,False,nous_plus
A000373,Brad Ashford,19,17,2,False,nous_plus
B001269,Lou Barletta,18,15,3,False,nous_plus
P000523,David E. Price,17,12,5,True,nous_plus
B000574,Earl Blumenauer,17,9,8,False,nous_plus
D000622,Tammy Duckworth,16,0,16,False,quiver_sans_donnee
G000563,Bob Gibbs,16,13,3,False,nous_plus
C000266,Steve Chabot,16,15,1,False,nous_plus
D000399,Lloyd Doggett,15,11,4,False,nous_plus
C001066,Kathy Castor,13,3,10,False,nous_plus
M000404,Jim McDermott,12,5,7,False,nous_plus
M001182,Mick Mulvaney,12,8,4,False,nous_plus
F000451,Michael G. Fitzpatrick,11,9,2,False,nous_plus
P000197,Nancy Pelosi,11,5,6,False,nous_plus
D000598,Susan A. Davis,10,9,1,False,nous_plus
B001274,Mo Brooks,10,3,7,False,nous_plus
C001068,Steve Cohen,9,5,4,True,nous_plus
R000011,Nick J. Rahall,9,6,3,False,nous_plus
S001190,Bradley S. Schneider,9,5,4,True,nous_plus
S000185,"Robert C. ""Bobby"" Scott",7,5,2,False,nous_plus
G000535,Luis V. Gutierrez,7,7,0,False,concordant
C001075,William M. Cassidy,7,0,7,False,quiver_sans_donnee
N000147,Eleanor Holmes Norton,6,0,6,False,quiver_sans_donnee
H001065,George Holding,5,2,3,True,nous_plus
C001103,Earl Leroy Carter,5,4,1,False,nous_plus
Y000063,Kevin Yoder,4,3,1,False,nous_plus
W000809,Steve Womack,4,1,3,False,nous_plus
C001078,Gerald E. Connolly,4,4,0,False,concordant
C000754,Jim Cooper,3,2,1,True,nous_plus
S000480,Louise McIntosh Slaughter,3,3,0,False,concordant
B001284,Susan W. Brooks,2,0,2,False,quiver_sans_donnee
B001286,Cheri Bustos,2,2,0,False,concordant
C001076,Jason Chaffetz,2,0,2,False,quiver_sans_donnee
C001105,Barbara J. Comstock,2,1,1,False,nous_plus
S000051,Mark Sanford,2,0,2,False,quiver_sans_donnee
R000599,Raul Ruiz,2,2,0,False,concordant
L000559,James R. Langevin,2,1,1,True,nous_plus
M001188,Grace Meng,1,0,1,False,quiver_sans_donnee
S001156,Linda T. Sanchez,1,1,0,False,concordant
E000179,Eliot L. Engel,1,0,1,False,quiver_sans_donnee
L000397,Zoe Lofgren,1,1,0,False,concordant
L000480,Nita M. Lowey,1,0,1,False,quiver_sans_donnee
O000170,Beto O'Rourke,1,0,1,False,quiver_sans_donnee
M001157,Michael T. McCaul,0,1563,-1563,True,manquant_papier
