doc_id,nous,semaine1,delta
20003282,1,1,0
20002919,1,1,0
20003402,1,1,0
20002865,2,2,0
20002863,7,7,0
20003912,5,5,0
20004117,1,1,0
20002838,2,2,0
20002836,1,1,0
20002827,2,2,0
20003468,1,1,0
20002796,1,1,0
20004150,1,1,0
20002923,1,1,0
20002785,2,2,0
20002776,2,2,0
20002742,2,2,0
20003891,1,1,0
20002711,1,1,0
20002698,1,1,0
20003889,1,1,0
20002685,1,1,0
20003534,3,3,0
20004168,1,1,0
20004182,1,1,0
20003551,1,1,0
20003554,2,2,0
20003229,1,1,0
20002620,2,2,0
20002926,1,1,0
20002949,1,1,0
20003994,2,2,0
20003198,1,1,0
20003986,1,1,0
20003185,1,1,0
20004016,5,5,0
20003144,2,2,0
20004303,1,1,0
20003290,2,2,0
20003117,1,1,0
20004035,1,1,0
20003086,1,1,0
20003316,1,1,0
20002942,1,1,0
20003063,2,2,0
20003056,4,4,0
20003052,1,1,0
20003051,1,1,0
20003050,1,1,0
20003346,1,1,0
20004084,1,1,0
20003355,1,1,0
20003000,1,1,0
20002986,5,5,0
20002964,1,1,0
20002963,1,1,0
20003371,3,3,0
20003320,6,6,0
20002598,1,1,0
20003475,2,2,0
20002593,1,1,0
20002387,2,2,0
20004219,1,1,0
20003730,1,1,0
20003709,3,3,0
20002427,1,1,0
20002483,2,2,0
20002351,3,3,0
20002396,1,1,0
20003622,1,1,0
20002481,1,1,0
20003800,3,3,0
20002535,6,6,0
20003788,1,1,0
20003667,2,2,0
20002538,1,1,0
20004278,1,1,0
20003864,1,1,0
20002547,7,7,0
20002548,5,5,0
20002550,1,1,0
20002325,2,2,0
20003743,1,1,0
20002446,1,1,0
20004206,1,1,0
20003787,3,3,0
20004285,1,1,0
20003708,3,3,0
20003845,2,2,0
20002315,1,1,0
20003704,1,1,0
20003710,7,6,1
20003009,1,0,1
20002969,1,0,1
20003359,1,0,1
20004110,1,0,1
20002403,1,0,1
20004277,1,0,1
20003368,1,0,1
20003367,3,2,1
20002353,1,0,1
20003341,1,0,1
20003251,1,0,1
20003745,1,0,1
20003174,1,0,1
20003169,1,0,1
20002320,3,2,1
20003281,1,0,1
20003123,1,0,1
20002327,2,1,1
20003115,1,0,1
20004038,3,2,1
20003084,1,0,1
20003972,1,0,1
20003066,1,0,1
20003064,1,0,1
20003062,1,0,1
20003057,1,0,1
20003716,4,3,1
20003783,1,0,1
20003946,4,3,1
20003034,1,0,1
20002425,1,0,1
20002432,2,1,1
20002500,1,0,1
20002543,1,0,1
20004199,1,0,1
20003905,1,0,1
20004218,1,0,1
20003474,1,0,1
20003625,2,1,1
20002754,1,0,1
20004212,1,0,1
20002752,3,2,1
20003516,1,0,1
20003619,1,0,1
20002713,1,0,1
20003890,1,0,1
20002702,1,0,1
20003873,2,1,1
20003908,1,0,1
20004202,4,3,1
20002651,2,1,1
20002831,1,0,1
20002922,1,0,1
20002625,1,0,1
20002454,1,0,1
20004113,1,0,1
20002828,1,0,1
20002484,4,3,1
20002860,1,0,1
20003861,1,0,1
20003453,1,0,1
20004118,2,1,1
20003616,2,0,2
20003280,2,0,2
20003272,6,4,2
20003265,5,3,2
20003611,3,1,2
20003567,3,1,2
20003779,2,0,2
20003271,2,0,2
20003535,3,1,2
20003870,2,0,2
20003914,2,0,2
20003623,4,2,2
20003974,7,5,2
20003803,3,1,2
20003383,3,1,2
20003900,3,1,2
20003626,7,5,2
20003812,4,2,2
20003664,2,0,2
20003345,2,0,2
20003940,10,8,2
20003441,2,0,2
20003432,2,0,2
20003429,2,0,2
20003859,2,0,2
20003390,4,2,2
