bioguide_id,name,nous,quiver,delta,a_du_papier,verdict
M001193,Thomas MacArthur,1449,951,498,False,nous_plus
P000608,Scott H. Peters,382,372,10,False,nous_plus
T000475,David A. Trott,231,160,71,False,nous_plus
C001062,K. Michael Conaway,154,217,-63,False,quiver_plus_a_revoir
S000583,Lamar Smith,134,133,1,False,nous_plus
H001051,Richard L. Hanna,116,115,1,False,nous_plus
L000579,Alan S. Lowenthal,110,81,29,False,nous_plus
D000617,Suzan K. DelBene,88,32,56,False,nous_plus
C001101,Katherine M. Clark,75,54,21,False,nous_plus
M001180,David B. McKinley,68,70,-2,False,quiver_plus_a_revoir
H000636,Rubén Hinojosa,68,68,0,False,concordant
S000250,Pete Sessions,57,51,6,False,nous_plus
F000462,Lois Frankel,53,103,-50,False,quiver_plus_a_revoir
S001148,Michael K. Simpson,47,36,11,False,nous_plus
C001107,Carlos Curbelo,45,32,13,True,nous_plus
B001260,Vern Buchanan,42,1,41,False,nous_plus
W000804,Robert J. Wittman,39,38,1,False,nous_plus
F000461,Bill Flores,38,38,0,False,concordant
F000450,Virginia Foxx,38,64,-26,False,quiver_plus_a_revoir
G000551,Raúl M. Grijalva,32,56,-24,False,quiver_plus_a_revoir
W000413,Ed Whitfield,28,33,-5,False,quiver_plus_a_revoir
R000589,E. Scott Rigell,24,9,15,False,nous_plus
N000182,Randy Neugebauer,23,11,12,False,nous_plus
W000797,Debbie Wasserman Schultz,21,20,1,False,nous_plus
B000589,John A. Boehner,21,17,4,False,nous_plus
A000373,Brad Ashford,18,17,1,False,nous_plus
D000624,Debbie Dingell,18,18,0,True,concordant
C000266,Steve Chabot,15,15,0,False,concordant
B001269,Lou Barletta,15,15,0,False,concordant
Y000062,John A. Yarmuth,15,31,-16,False,quiver_plus_a_revoir
D000622,Tammy Duckworth,13,0,13,False,quiver_sans_donnee
G000563,Bob Gibbs,13,13,0,False,concordant
P000523,David E. Price,12,12,0,True,concordant
D000399,Lloyd Doggett,11,11,0,False,concordant
C001068,Steve Cohen,9,5,4,True,nous_plus
P000197,Nancy Pelosi,9,5,4,False,nous_plus
F000451,Michael G. Fitzpatrick,9,9,0,False,concordant
M000404,Jim McDermott,9,5,4,False,nous_plus
D000598,Susan A. Davis,9,9,0,False,concordant
B000574,Earl Blumenauer,8,9,-1,False,quiver_plus_a_revoir
B001274,Mo Brooks,7,3,4,False,nous_plus
C001066,Kathy Castor,7,3,4,False,nous_plus
S001190,Bradley S. Schneider,7,5,2,True,nous_plus
C001075,William M. Cassidy,7,0,7,False,quiver_sans_donnee
S000185,"Robert C. ""Bobby"" Scott",7,5,2,False,nous_plus
N000147,Eleanor Holmes Norton,6,0,6,False,quiver_sans_donnee
C001103,Earl Leroy Carter,5,4,1,False,nous_plus
R000011,Nick J. Rahall,5,6,-1,False,quiver_plus_a_revoir
W000809,Steve Womack,4,1,3,False,nous_plus
M001182,Mick Mulvaney,4,8,-4,False,quiver_plus_a_revoir
C001078,Gerald E. Connolly,4,4,0,False,concordant
G000535,Luis V. Gutierrez,4,7,-3,False,quiver_plus_a_revoir
S000480,Louise McIntosh Slaughter,3,3,0,False,concordant
H001065,George Holding,3,2,1,True,nous_plus
C001076,Jason Chaffetz,2,0,2,False,quiver_sans_donnee
B001284,Susan W. Brooks,2,0,2,False,quiver_sans_donnee
Y000063,Kevin Yoder,2,3,-1,False,quiver_plus_a_revoir
S000051,Mark Sanford,2,0,2,False,quiver_sans_donnee
R000599,Raul Ruiz,2,2,0,False,concordant
C000754,Jim Cooper,1,2,-1,True,quiver_plus_papier
S001156,Linda T. Sanchez,1,1,0,False,concordant
M001188,Grace Meng,1,0,1,False,quiver_sans_donnee
C001105,Barbara J. Comstock,1,1,0,False,concordant
L000559,James R. Langevin,1,1,0,True,concordant
L000480,Nita M. Lowey,1,0,1,False,quiver_sans_donnee
L000397,Zoe Lofgren,1,1,0,False,concordant
E000179,Eliot L. Engel,1,0,1,False,quiver_sans_donnee
B001286,Cheri Bustos,0,2,-2,False,manquant_a_revoir
M001157,Michael T. McCaul,0,1563,-1563,True,manquant_papier
