bioguide_id,name,nous,quiver,delta,a_du_papier,verdict
M001193,Thomas MacArthur,1145,785,360,False,nous_plus
C001062,K. Michael Conaway,325,286,39,False,nous_plus
C001080,Judy Chu,215,0,215,True,quiver_sans_donnee
T000475,David A. Trott,123,46,77,False,nous_plus
B001269,Lou Barletta,115,75,40,False,nous_plus
D000617,Suzan K. DelBene,110,73,37,False,nous_plus
L000579,Alan S. Lowenthal,108,91,17,False,nous_plus
S000583,Lamar Smith,100,97,3,False,nous_plus
F000462,Lois Frankel,99,156,-57,False,quiver_plus_a_revoir
D000624,Debbie Dingell,87,71,16,False,nous_plus
F000461,Bill Flores,86,269,-183,False,quiver_plus_a_revoir
S000250,Pete Sessions,73,66,7,True,nous_plus
R000589,E. Scott Rigell,72,59,13,False,nous_plus
H001051,Richard L. Hanna,71,71,0,False,concordant
C001107,Carlos Curbelo,65,78,-13,False,quiver_plus_a_revoir
W000413,Ed Whitfield,55,71,-16,False,quiver_plus_a_revoir
F000450,Virginia Foxx,52,60,-8,False,quiver_plus_a_revoir
H000636,Rubén Hinojosa,45,45,0,False,concordant
M000087,Carolyn B. Maloney,38,0,38,False,quiver_sans_donnee
G000563,Bob Gibbs,29,29,0,False,concordant
B001260,Vern Buchanan,28,0,28,False,quiver_sans_donnee
Y000062,John A. Yarmuth,27,35,-8,False,quiver_plus_a_revoir
M001180,David B. McKinley,27,30,-3,False,quiver_plus_a_revoir
L000554,Frank A. LoBiondo,26,26,0,False,concordant
M001182,Mick Mulvaney,25,22,3,False,nous_plus
H001072,James French Hill,23,21,2,False,nous_plus
P000523,David E. Price,23,23,0,False,concordant
G000551,Raúl M. Grijalva,22,53,-31,False,quiver_plus_a_revoir
T000463,Michael R. Turner,20,0,20,False,quiver_sans_donnee
W000797,Debbie Wasserman Schultz,20,20,0,False,concordant
N000182,Randy Neugebauer,19,16,3,False,nous_plus
B001274,Mo Brooks,18,16,2,False,nous_plus
M001188,Grace Meng,16,19,-3,False,quiver_plus_a_revoir
M000404,Jim McDermott,16,4,12,True,nous_plus
A000373,Brad Ashford,14,14,0,False,concordant
C001068,Steve Cohen,13,5,8,False,nous_plus
D000399,Lloyd Doggett,12,12,0,False,concordant
D000598,Susan A. Davis,11,11,0,False,concordant
K000378,Adam Kinzinger,10,15,-5,False,quiver_plus_a_revoir
P000197,Nancy Pelosi,9,9,0,False,concordant
P000608,Scott H. Peters,9,0,9,False,quiver_sans_donnee
C001066,Kathy Castor,9,9,0,False,concordant
S001156,Linda T. Sanchez,8,8,0,False,concordant
C001101,Katherine M. Clark,7,2,5,False,nous_plus
W000804,Robert J. Wittman,7,10,-3,False,quiver_plus_a_revoir
M001196,Seth Moulton,6,6,0,False,concordant
Y000063,Kevin Yoder,6,6,0,False,concordant
L000397,Zoe Lofgren,6,6,0,False,concordant
B000574,Earl Blumenauer,5,5,0,False,concordant
W000816,Roger Williams,5,5,0,False,concordant
S001148,Michael K. Simpson,5,5,0,False,concordant
S000480,Louise McIntosh Slaughter,5,5,0,False,concordant
B001284,Susan W. Brooks,4,0,4,False,quiver_sans_donnee
B001286,Cheri Bustos,4,4,0,False,concordant
C001078,Gerald E. Connolly,4,4,0,False,concordant
C001103,Earl Leroy Carter,4,4,0,False,concordant
C001105,Barbara J. Comstock,3,7,-4,False,quiver_plus_a_revoir
L000581,Brenda Lulenar Lawrence,2,4,-2,False,quiver_plus_a_revoir
B001291,Brian Babin,2,3,-1,True,quiver_plus_papier
C000754,Jim Cooper,2,1,1,False,nous_plus
R000598,Keith J. Rothfus,2,2,0,False,concordant
D000622,Tammy Duckworth,2,0,2,False,quiver_sans_donnee
G000535,Luis V. Gutierrez,2,4,-2,False,quiver_plus_a_revoir
L000559,James R. Langevin,2,2,0,False,concordant
N000147,Eleanor Holmes Norton,2,0,2,False,quiver_sans_donnee
M001187,Mark R Meadows,2,2,0,True,concordant
J000294,Hakeem S. Jeffries,2,0,2,False,quiver_sans_donnee
V000131,Marc A. Veasey,1,1,0,False,concordant
W000809,Steve Womack,1,0,1,False,quiver_sans_donnee
K000387,Steve Knight,1,1,0,False,concordant
B001294,Rodney Leland Blum,1,1,0,False,concordant
M001150,Candice S. Miller,1,0,1,False,quiver_sans_donnee
B001297,Kenneth R. Buck,1,1,0,False,concordant
C001059,Jim M. Costa,1,1,0,False,concordant
G000560,Tom Thomas Graves,1,3,-2,True,quiver_plus_papier
A000367,Justin Amash,1,1,0,False,concordant
J000292,Bill Johnson,0,1,-1,False,manquant_a_revoir
M001157,Michael T. McCaul,0,3361,-3361,True,manquant_papier
