bioguide_id,name,nous,quiver,delta,a_du_papier,verdict
C001101,Katherine M. Clark,232,187,45,False,nous_plus
H001051,Richard L. Hanna,155,155,0,False,concordant
S000583,Lamar Smith,153,145,8,False,nous_plus
F000461,Bill Flores,133,171,-38,False,quiver_plus_a_revoir
D000617,Suzan K. DelBene,99,67,32,True,nous_plus
F000462,Lois Frankel,90,191,-101,True,quiver_plus_papier
C001062,K. Michael Conaway,62,103,-41,True,quiver_plus_papier
L000579,Alan S. Lowenthal,57,45,12,False,nous_plus
B001260,Vern Buchanan,42,0,42,True,quiver_sans_donnee
S001148,Michael K. Simpson,38,37,1,False,nous_plus
H000636,Rubén Hinojosa,36,65,-29,False,quiver_plus_a_revoir
W000413,Ed Whitfield,36,41,-5,True,quiver_plus_papier
G000551,Raúl M. Grijalva,33,55,-22,True,quiver_plus_papier
P000595,Gary C. Peters,24,0,24,True,quiver_sans_donnee
P000608,Scott H. Peters,22,14,8,True,nous_plus
R000011,Nick J. Rahall,21,48,-27,True,quiver_plus_papier
F000451,Michael G. Fitzpatrick,21,26,-5,False,quiver_plus_a_revoir
D000622,Tammy Duckworth,20,0,20,False,quiver_sans_donnee
G000563,Bob Gibbs,19,18,1,False,nous_plus
M001180,David B. McKinley,18,18,0,True,concordant
B000589,John A. Boehner,17,20,-3,False,quiver_plus_a_revoir
N000182,Randy Neugebauer,16,5,11,False,nous_plus
M000404,Jim McDermott,16,1,15,False,nous_plus
F000450,Virginia Foxx,15,26,-11,True,quiver_plus_papier
S001190,Bradley S. Schneider,14,6,8,True,nous_plus
O000169,William L. Owens,13,53,-40,True,quiver_plus_papier
O000170,Beto O'Rourke,12,12,0,False,concordant
B001274,Mo Brooks,9,4,5,False,nous_plus
P000523,David E. Price,8,11,-3,False,quiver_plus_a_revoir
D000355,John D. Dingell,6,7,-1,True,quiver_plus_papier
P000197,Nancy Pelosi,6,15,-9,False,quiver_plus_a_revoir
M001182,Mick Mulvaney,5,10,-5,False,quiver_plus_a_revoir
Y000063,Kevin Yoder,5,6,-1,True,quiver_plus_papier
B000574,Earl Blumenauer,5,5,0,True,concordant
D000399,Lloyd Doggett,5,5,0,True,concordant
C001046,Eric Cantor,4,10,-6,False,quiver_plus_a_revoir
S000480,Louise McIntosh Slaughter,4,4,0,False,concordant
C001066,Kathy Castor,3,4,-1,True,quiver_plus_papier
L000480,Nita M. Lowey,3,0,3,False,quiver_sans_donnee
S001189,Austin Scott,3,3,0,True,concordant
B001284,Susan W. Brooks,3,0,3,False,quiver_sans_donnee
C001078,Gerald E. Connolly,3,3,0,True,concordant
R000580,Peter J. Roskam,2,0,2,False,quiver_sans_donnee
Y000062,John A. Yarmuth,2,8,-6,True,quiver_plus_papier
B001269,Lou Barletta,2,4,-2,False,quiver_plus_a_revoir
M000725,George Miller,2,2,0,True,concordant
F000030,Sam Farr,2,2,0,False,concordant
R000570,Paul Ryan,1,1,0,False,concordant
C001075,William M. Cassidy,1,0,1,False,quiver_sans_donnee
D000598,Susan A. Davis,1,1,0,False,concordant
M001188,Grace Meng,1,2,-1,False,quiver_plus_a_revoir
B001248,Michael C. Burgess,1,7,-6,False,quiver_plus_a_revoir
W000815,Brad R. Wenstrup,1,1,0,False,concordant
M001157,Michael T. McCaul,0,1894,-1894,True,manquant_papier
G000535,Mr. Luis V. Gutierrez,0,1,-1,True,manquant_papier
L000559,James R. Langevin,0,3,-3,True,manquant_papier
A000210,Mr. Robert E. Andrews,0,1,-1,False,manquant_a_revoir
